Year,Month,Date,Flow
2002,9,9/22/2002,5260
2002,9,9/23/2002,5362
2002,9,9/24/2002,5077
2002,9,9/25/2002,4742
2002,9,9/26/2002,4332
2002,9,9/27/2002,5082
2002,9,9/28/2002,5025
2002,9,9/29/2002,5534
2002,9,9/30/2002,5553
2002,10,10/1/2002,5105
2002,10,10/2/2002,4716
2002,10,10/3/2002,4670
2002,10,10/4/2002,4373
2002,10,10/5/2002,4898
2002,10,10/6/2002,4441
2002,10,10/7/2002,4528
2002,10,10/8/2002,4000
2002,10,10/9/2002,3512
2002,10,10/10/2002,3519
2002,10,10/11/2002,4753
2002,10,10/12/2002,4427
2002,10,10/13/2002,4507
2002,10,10/14/2002,4333
2002,10,10/15/2002,3997
2002,10,10/16/2002,4201
2002,10,10/17/2002,4037
2002,10,10/18/2002,4118
2002,10,10/19/2002,4249
2002,10,10/20/2002,4255
2002,10,10/21/2002,3822
2002,10,10/22/2002,3341
2002,10,10/23/2002,3674
2002,10,10/24/2002,3786
2002,10,10/25/2002,3931
2002,10,10/26/2002,4026
2002,10,10/27/2002,3979
2002,10,10/28/2002,3329
2002,10,10/29/2002,4053
2002,10,10/30/2002,4882
2002,10,10/31/2002,4839
2002,11,11/1/2002,4494
2002,11,11/2/2002,4618
2002,11,11/3/2002,4004
2002,11,11/4/2002,5120
2002,11,11/5/2002,5749
2002,11,11/6/2002,7406
2002,11,11/7/2002,11168
2002,11,11/8/2002,22478
2002,11,11/9/2002,26017
2002,11,11/10/2002,26539
2002,11,11/11/2002,22974
2002,11,11/12/2002,14794
2002,11,11/13/2002,6426
2002,11,11/14/2002,5094
2002,11,11/15/2002,3864
2002,11,11/16/2002,3108
2002,11,11/17/2002,2646
2002,11,11/18/2002,2794
2002,11,11/19/2002,3513
2002,11,11/20/2002,1903
2002,11,11/21/2002,2774
2002,11,11/22/2002,2729
2002,11,11/23/2002,4302
2002,11,11/24/2002,3813
2002,11,11/25/2002,3511
2002,11,11/26/2002,3435
2002,11,11/27/2002,3839
2002,11,11/28/2002,3836
2002,11,11/29/2002,3712
2002,11,11/30/2002,3333
2002,12,12/1/2002,3812
2002,12,12/2/2002,3361
2002,12,12/3/2002,3539
2002,12,12/4/2002,3582
2002,12,12/5/2002,4348
2002,12,12/6/2002,4822
2002,12,12/7/2002,5591
2002,12,12/8/2002,6047
2002,12,12/9/2002,6113
2002,12,12/10/2002,7213
2002,12,12/11/2002,7418
2002,12,12/12/2002,7533
2002,12,12/13/2002,10609
2002,12,12/14/2002,14945
2002,12,12/15/2002,19613
2002,12,12/16/2002,45794
2002,12,12/17/2002,66313
2002,12,12/18/2002,57254
2002,12,12/19/2002,60942
2002,12,12/20/2002,62471
2002,12,12/21/2002,51527
2002,12,12/22/2002,51793
2002,12,12/23/2002,53052
2002,12,12/24/2002,48620
2002,12,12/25/2002,40042
2002,12,12/26/2002,31111
2002,12,12/27/2002,30389
2002,12,12/28/2002,32058
2002,12,12/29/2002,42717
2002,12,12/30/2002,52258
2002,12,12/31/2002,60573
2003,1,1/1/2003,71565
2003,1,1/2/2003,77549
2003,1,1/3/2003,82979
2003,1,1/4/2003,75284
2003,1,1/5/2003,59918
2003,1,1/6/2003,52272
2003,1,1/7/2003,45364
2003,1,1/8/2003,38286
2003,1,1/9/2003,34260
2003,1,1/10/2003,30615
2003,1,1/11/2003,30302
2003,1,1/12/2003,32136
2003,1,1/13/2003,36275
2003,1,1/14/2003,38524
2003,1,1/15/2003,50563
2003,1,1/16/2003,60135
2003,1,1/17/2003,76197
2003,1,1/18/2003,76980
2003,1,1/19/2003,65725
2003,1,1/20/2003,59364
2003,1,1/21/2003,49550
2003,1,1/22/2003,45106
2003,1,1/23/2003,42237
2003,1,1/24/2003,43029
2003,1,1/25/2003,46852
2003,1,1/26/2003,48049
2003,1,1/27/2003,48570
2003,1,1/28/2003,48214
2003,1,1/29/2003,44803
2003,1,1/30/2003,43077
2003,1,1/31/2003,40889
2003,2,2/1/2003,37826
2003,2,2/2/2003,35229
2003,2,2/3/2003,32859
2003,2,2/4/2003,30718
2003,2,2/5/2003,28259
2003,2,2/6/2003,25343
2003,2,2/7/2003,22842
2003,2,2/8/2003,19599
2003,2,2/9/2003,17059
2003,2,2/10/2003,15886
2003,2,2/11/2003,15279
2003,2,2/12/2003,19338
2003,2,2/13/2003,23538
2003,2,2/14/2003,35007
2003,2,2/15/2003,37818
2003,2,2/16/2003,35381
2003,2,2/17/2003,36319
2003,2,2/18/2003,40949
2003,2,2/19/2003,41236
2003,2,2/20/2003,39413
2003,2,2/21/2003,35241
2003,2,2/22/2003,33685
2003,2,2/23/2003,31871
2003,2,2/24/2003,29910
2003,2,2/25/2003,28490
2003,2,2/26/2003,29666
2003,2,2/27/2003,28526
2003,2,2/28/2003,22153
2003,3,3/1/2003,17568
2003,3,3/2/2003,15383
2003,3,3/3/2003,13095
2003,3,3/4/2003,11494
2003,3,3/5/2003,10274
2003,3,3/6/2003,9369
2003,3,3/7/2003,8689
2003,3,3/8/2003,9715
2003,3,3/9/2003,10133
2003,3,3/10/2003,9207
2003,3,3/11/2003,9292
2003,3,3/12/2003,6876
2003,3,3/13/2003,6503
2003,3,3/14/2003,7701
2003,3,3/15/2003,15906
2003,3,3/16/2003,26944
2003,3,3/17/2003,38631
2003,3,3/18/2003,41082
2003,3,3/19/2003,35426
2003,3,3/20/2003,25010
2003,3,3/21/2003,20425
2003,3,3/22/2003,18469
2003,3,3/23/2003,16959
2003,3,3/24/2003,14998
2003,3,3/25/2003,15055
2003,3,3/26/2003,13860
2003,3,3/27/2003,13154
2003,3,3/28/2003,12548
2003,3,3/29/2003,13012
2003,3,3/30/2003,11578
2003,3,3/31/2003,10812
2003,4,4/1/2003,9979
2003,4,4/2/2003,10875
2003,4,4/3/2003,11587
2003,4,4/4/2003,12602
2003,4,4/5/2003,12946
2003,4,4/6/2003,13015
2003,4,4/7/2003,12201
2003,4,4/8/2003,10649
2003,4,4/9/2003,9298
2003,4,4/10/2003,7865
2003,4,4/11/2003,8581
2003,4,4/12/2003,11635
2003,4,4/13/2003,16452
2003,4,4/14/2003,19458
2003,4,4/15/2003,31434
2003,4,4/16/2003,34282
2003,4,4/17/2003,28961
2003,4,4/18/2003,25551
2003,4,4/19/2003,23049
2003,4,4/20/2003,21915
2003,4,4/21/2003,20642
2003,4,4/22/2003,21030
2003,4,4/23/2003,20217
2003,4,4/24/2003,21056
2003,4,4/25/2003,24836
2003,4,4/26/2003,33061
2003,4,4/27/2003,41227
2003,4,4/28/2003,47749
2003,4,4/29/2003,48414
2003,4,4/30/2003,51049
2003,5,5/1/2003,52596
2003,5,5/2/2003,55405
2003,5,5/3/2003,56410
2003,5,5/4/2003,61782
2003,5,5/5/2003,65139
2003,5,5/6/2003,67246
2003,5,5/7/2003,67665
2003,5,5/8/2003,67682
2003,5,5/9/2003,65813
2003,5,5/10/2003,62253
2003,5,5/11/2003,58217
2003,5,5/12/2003,53632
2003,5,5/13/2003,48137
2003,5,5/14/2003,41325
2003,5,5/15/2003,36878
2003,5,5/16/2003,35255
2003,5,5/17/2003,34168
2003,5,5/18/2003,33487
2003,5,5/19/2003,32154
2003,5,5/20/2003,30836
2003,5,5/21/2003,29395
2003,5,5/22/2003,27840
2003,5,5/23/2003,26885
2003,5,5/24/2003,25630
2003,5,5/25/2003,26167
2003,5,5/26/2003,26437
2003,5,5/27/2003,25624
2003,5,5/28/2003,23713
2003,5,5/29/2003,21838
2003,5,5/30/2003,21657
2003,5,5/31/2003,18804
2003,6,6/1/2003,18740
2003,6,6/2/2003,18353
2003,6,6/3/2003,18153
2003,6,6/4/2003,17119
2003,6,6/5/2003,17127
2003,6,6/6/2003,16609
2003,6,6/7/2003,15840
2003,6,6/8/2003,15332
2003,6,6/9/2003,14588
2003,6,6/10/2003,14556
2003,6,6/11/2003,14305
2003,6,6/12/2003,13254
2003,6,6/13/2003,12895
2003,6,6/14/2003,12931
2003,6,6/15/2003,12178
2003,6,6/16/2003,11019
2003,6,6/17/2003,10479
2003,6,6/18/2003,9646
2003,6,6/19/2003,9837
2003,6,6/20/2003,8290
2003,6,6/21/2003,7944
2003,6,6/22/2003,6921
2003,6,6/23/2003,5785
2003,6,6/24/2003,6193
2003,6,6/25/2003,7295
2003,6,6/26/2003,6525
2003,6,6/27/2003,6724
2003,6,6/28/2003,8895
2003,6,6/29/2003,9114
2003,6,6/30/2003,7413
2003,7,7/1/2003,7868
2003,7,7/2/2003,7549
2003,7,7/3/2003,7170
2003,7,7/4/2003,7431
2003,7,7/5/2003,7187
2003,7,7/6/2003,7282
2003,7,7/7/2003,7497
2003,7,7/8/2003,7588
2003,7,7/9/2003,7977
2003,7,7/10/2003,8052
2003,7,7/11/2003,8308
2003,7,7/12/2003,8580
2003,7,7/13/2003,9141
2003,7,7/14/2003,9689
2003,7,7/15/2003,9709
2003,7,7/16/2003,10204
2003,7,7/17/2003,10432
2003,7,7/18/2003,9935
2003,7,7/19/2003,9546
2003,7,7/20/2003,9948
2003,7,7/21/2003,10072
2003,7,7/22/2003,9956
2003,7,7/23/2003,10076
2003,7,7/24/2003,10251
2003,7,7/25/2003,10096
2003,7,7/26/2003,11410
2003,7,7/27/2003,12184
2003,7,7/28/2003,13341
2003,7,7/29/2003,13943
2003,7,7/30/2003,14129
2003,7,7/31/2003,14247
2003,8,8/1/2003,12431
2003,8,8/2/2003,12050
2003,8,8/3/2003,12924
2003,8,8/4/2003,12793
2003,8,8/5/2003,13124
2003,8,8/6/2003,12331
2003,8,8/7/2003,11617
2003,8,8/8/2003,10162
2003,8,8/9/2003,8726
2003,8,8/10/2003,7215
2003,8,8/11/2003,6138
2003,8,8/12/2003,4756
2003,8,8/13/2003,4279
2003,8,8/14/2003,3973
2003,8,8/15/2003,3930
2003,8,8/16/2003,3931
2003,8,8/17/2003,3823
2003,8,8/18/2003,3752
2003,8,8/19/2003,3195
2003,8,8/20/2003,3256
2003,8,8/21/2003,3421
2003,8,8/22/2003,6832
2003,8,8/23/2003,7340
2003,8,8/24/2003,7428
2003,8,8/25/2003,7363
2003,8,8/26/2003,7322
2003,8,8/27/2003,4412
2003,8,8/28/2003,4282
2003,8,8/29/2003,4329
2003,8,8/30/2003,3684
2003,8,8/31/2003,3956
2003,9,9/1/2003,3712
2003,9,9/2/2003,3555
2003,9,9/3/2003,3585
2003,9,9/4/2003,4168
2003,9,9/5/2003,4646
2003,9,9/6/2003,4384
2003,9,9/7/2003,4224
2003,9,9/8/2003,4808
2003,9,9/9/2003,4030
2003,9,9/10/2003,4303
2003,9,9/11/2003,4602
2003,9,9/12/2003,4324
2003,9,9/13/2003,3870
2003,9,9/14/2003,3496
2003,9,9/15/2003,4152
2003,9,9/16/2003,5198
2003,9,9/17/2003,4909
2003,9,9/18/2003,4070
2003,9,9/19/2003,3461
2003,9,9/20/2003,2935
2003,9,9/21/2003,2583
2003,9,9/22/2003,2311
2003,9,9/23/2003,1223
2003,9,9/24/2003,2054
2003,9,9/25/2003,2701
2003,9,9/26/2003,2322
2003,9,9/27/2003,2060
2003,9,9/28/2003,1846
2003,9,9/29/2003,2543
2003,9,9/30/2003,2523
2003,10,10/1/2003,4392
2003,10,10/2/2003,4615
2003,10,10/3/2003,3815
2003,10,10/4/2003,4169
2003,10,10/5/2003,4515
2003,10,10/6/2003,4145
2003,10,10/7/2003,4336
2003,10,10/8/2003,4384
2003,10,10/9/2003,4697
2003,10,10/10/2003,4276
2003,10,10/11/2003,3223
2003,10,10/12/2003,3909
2003,10,10/13/2003,3880
2003,10,10/14/2003,3949
2003,10,10/15/2003,4366
2003,10,10/16/2003,4677
2003,10,10/17/2003,3712
2003,10,10/18/2003,3858
2003,10,10/19/2003,5704
2003,10,10/20/2003,3420
2003,10,10/21/2003,3523
2003,10,10/22/2003,3526
2003,10,10/23/2003,3743
2003,10,10/24/2003,3157
2003,10,10/25/2003,2898
2003,10,10/26/2003,3431
2003,10,10/27/2003,2758
2003,10,10/28/2003,4992
2003,10,10/29/2003,4429
2003,10,10/30/2003,7994
2003,10,10/31/2003,8952
2003,11,11/1/2003,8342
2003,11,11/2/2003,8129
2003,11,11/3/2003,5265
2003,11,11/4/2003,4847
2003,11,11/5/2003,4690
2003,11,11/6/2003,4407
2003,11,11/7/2003,5590
2003,11,11/8/2003,13962
2003,11,11/9/2003,15279
2003,11,11/10/2003,14483
2003,11,11/11/2003,14773
2003,11,11/12/2003,12958
2003,11,11/13/2003,3894
2003,11,11/14/2003,3480
2003,11,11/15/2003,4972
2003,11,11/16/2003,4689
2003,11,11/17/2003,5376
2003,11,11/18/2003,5652
2003,11,11/19/2003,4834
2003,11,11/20/2003,4428
2003,11,11/21/2003,4544
2003,11,11/22/2003,4597
2003,11,11/23/2003,4600
2003,11,11/24/2003,4396
2003,11,11/25/2003,4342
2003,11,11/26/2003,4733
2003,11,11/27/2003,5804
2003,11,11/28/2003,5284
2003,11,11/29/2003,4613
2003,11,11/30/2003,5801
2003,12,12/1/2003,6783
2003,12,12/2/2003,9190
2003,12,12/3/2003,9877
2003,12,12/4/2003,10966
2003,12,12/5/2003,10838
2003,12,12/6/2003,11120
2003,12,12/7/2003,11831
2003,12,12/8/2003,17364
2003,12,12/9/2003,21951
2003,12,12/10/2003,25477
2003,12,12/11/2003,22728
2003,12,12/12/2003,23479
2003,12,12/13/2003,23886
2003,12,12/14/2003,25279
2003,12,12/15/2003,22647
2003,12,12/16/2003,28123
2003,12,12/17/2003,28010
2003,12,12/18/2003,25406
2003,12,12/19/2003,21915
2003,12,12/20/2003,19311
2003,12,12/21/2003,18092
2003,12,12/22/2003,20796
2003,12,12/23/2003,22361
2003,12,12/24/2003,22981
2003,12,12/25/2003,28253
2003,12,12/26/2003,35464
2003,12,12/27/2003,38567
2003,12,12/28/2003,39177
2003,12,12/29/2003,40843
2003,12,12/30/2003,45289
2003,12,12/31/2003,51521
2004,1,1/1/2004,61863
2004,1,1/2/2004,69523
2004,1,1/3/2004,66085
2004,1,1/4/2004,65412
2004,1,1/5/2004,62469
2004,1,1/6/2004,51571
2004,1,1/7/2004,45274
2004,1,1/8/2004,40651
2004,1,1/9/2004,38833
2004,1,1/10/2004,39936
2004,1,1/11/2004,39947
2004,1,1/12/2004,41319
2004,1,1/13/2004,40540
2004,1,1/14/2004,36257
2004,1,1/15/2004,31577
2004,1,1/16/2004,28687
2004,1,1/17/2004,25452
2004,1,1/18/2004,22778
2004,1,1/19/2004,20405
2004,1,1/20/2004,18197
2004,1,1/21/2004,16129
2004,1,1/22/2004,14548
2004,1,1/23/2004,12530
2004,1,1/24/2004,12871
2004,1,1/25/2004,12318
2004,1,1/26/2004,12126
2004,1,1/27/2004,12224
2004,1,1/28/2004,12884
2004,1,1/29/2004,14103
2004,1,1/30/2004,15079
2004,1,1/31/2004,14696
2004,2,2/1/2004,15218
2004,2,2/2/2004,19148
2004,2,2/3/2004,22476
2004,2,2/4/2004,32410
2004,2,2/5/2004,37067
2004,2,2/6/2004,37969
2004,2,2/7/2004,30515
2004,2,2/8/2004,25914
2004,2,2/9/2004,23019
2004,2,2/10/2004,20894
2004,2,2/11/2004,18605
2004,2,2/12/2004,15750
2004,2,2/13/2004,14294
2004,2,2/14/2004,13426
2004,2,2/15/2004,12236
2004,2,2/16/2004,16220
2004,2,2/17/2004,22443
2004,2,2/18/2004,47358
2004,2,2/19/2004,68307
2004,2,2/20/2004,113161
2004,2,2/21/2004,152201
2004,2,2/22/2004,148984
2004,2,2/23/2004,131122
2004,2,2/24/2004,117792
2004,2,2/25/2004,119460
2004,2,2/26/2004,172032
2004,2,2/27/2004,176711
2004,2,2/28/2004,179947
2004,2,2/29/2004,169968
2004,3,3/1/2004,155420
2004,3,3/2/2004,145135
2004,3,3/3/2004,134297
2004,3,3/4/2004,125892
2004,3,3/5/2004,112844
2004,3,3/6/2004,100147
2004,3,3/7/2004,89534
2004,3,3/8/2004,80347
2004,3,3/9/2004,71577
2004,3,3/10/2004,63384
2004,3,3/11/2004,58185
2004,3,3/12/2004,54427
2004,3,3/13/2004,50166
2004,3,3/14/2004,45409
2004,3,3/15/2004,39465
2004,3,3/16/2004,36653
2004,3,3/17/2004,33405
2004,3,3/18/2004,30776
2004,3,3/19/2004,29284
2004,3,3/20/2004,28040
2004,3,3/21/2004,27030
2004,3,3/22/2004,25752
2004,3,3/23/2004,25139
2004,3,3/24/2004,27039
2004,3,3/25/2004,27913
2004,3,3/26/2004,27405
2004,3,3/27/2004,26214
2004,3,3/28/2004,22479
2004,3,3/29/2004,19558
2004,3,3/30/2004,16144
2004,3,3/31/2004,16226
2004,4,4/1/2004,14146
2004,4,4/2/2004,14118
2004,4,4/3/2004,14496
2004,4,4/4/2004,15330
2004,4,4/5/2004,16928
2004,4,4/6/2004,18209
2004,4,4/7/2004,25152
2004,4,4/8/2004,31799
2004,4,4/9/2004,31065
2004,4,4/10/2004,31038
2004,4,4/11/2004,30079
2004,4,4/12/2004,28732
2004,4,4/13/2004,28420
2004,4,4/14/2004,27891
2004,4,4/15/2004,30368
2004,4,4/16/2004,30589
2004,4,4/17/2004,30871
2004,4,4/18/2004,31539
2004,4,4/19/2004,28492
2004,4,4/20/2004,25125
2004,4,4/21/2004,22559
2004,4,4/22/2004,20822
2004,4,4/23/2004,17254
2004,4,4/24/2004,15758
2004,4,4/25/2004,15025
2004,4,4/26/2004,14181
2004,4,4/27/2004,12896
2004,4,4/28/2004,12342
2004,4,4/29/2004,12487
2004,4,4/30/2004,12484
2004,5,5/1/2004,12665
2004,5,5/2/2004,12543
2004,5,5/3/2004,12623
2004,5,5/4/2004,12339
2004,5,5/5/2004,13494
2004,5,5/6/2004,14331
2004,5,5/7/2004,14592
2004,5,5/8/2004,14295
2004,5,5/9/2004,14192
2004,5,5/10/2004,14977
2004,5,5/11/2004,15250
2004,5,5/12/2004,15063
2004,5,5/13/2004,14674
2004,5,5/14/2004,13508
2004,5,5/15/2004,12749
2004,5,5/16/2004,11686
2004,5,5/17/2004,11416
2004,5,5/18/2004,12373
2004,5,5/19/2004,12064
2004,5,5/20/2004,11762
2004,5,5/21/2004,11192
2004,5,5/22/2004,10761
2004,5,5/23/2004,11066
2004,5,5/24/2004,11109
2004,5,5/25/2004,11017
2004,5,5/26/2004,10814
2004,5,5/27/2004,10583
2004,5,5/28/2004,10977
2004,5,5/29/2004,10557
2004,5,5/30/2004,10524
2004,5,5/31/2004,9995
2004,6,6/1/2004,8440
2004,6,6/2/2004,6439
2004,6,6/3/2004,-28982
2004,6,6/4/2004,-15304
2004,6,6/5/2004,-3248
2004,6,6/6/2004,8433
2004,6,6/7/2004,8345
2004,6,6/8/2004,9673
2004,6,6/9/2004,8997
2004,6,6/10/2004,8801
2004,6,6/11/2004,8345
2004,6,6/12/2004,8009
2004,6,6/13/2004,7750
2004,6,6/14/2004,8410
2004,6,6/15/2004,7402
2004,6,6/16/2004,6595
2004,6,6/17/2004,8035
2004,6,6/18/2004,8013
2004,6,6/19/2004,8773
2004,6,6/20/2004,8128
2004,6,6/21/2004,8387
2004,6,6/22/2004,7789
2004,6,6/23/2004,7662
2004,6,6/24/2004,8340
2004,6,6/25/2004,7979
2004,6,6/26/2004,7651
2004,6,6/27/2004,7584
2004,6,6/28/2004,8026
2004,6,6/29/2004,8373
2004,6,6/30/2004,8954
2004,7,7/1/2004,8665
2004,7,7/2/2004,7694
2004,7,7/3/2004,7834
2004,7,7/4/2004,8409
2004,7,7/5/2004,8181
2004,7,7/6/2004,7651
2004,7,7/7/2004,6859
2004,7,7/8/2004,6351
2004,7,7/9/2004,7489
2004,7,7/10/2004,6808
2004,7,7/11/2004,7232
2004,7,7/12/2004,7116
2004,7,7/13/2004,7412
2004,7,7/14/2004,7426
2004,7,7/15/2004,7422
2004,7,7/16/2004,7248
2004,7,7/17/2004,7255
2004,7,7/18/2004,7911
2004,7,7/19/2004,8164
2004,7,7/20/2004,8105
2004,7,7/21/2004,7957
2004,7,7/22/2004,6568
2004,7,7/23/2004,6474
2004,7,7/24/2004,7239
2004,7,7/25/2004,7196
2004,7,7/26/2004,6734
2004,7,7/27/2004,6347
2004,7,7/28/2004,7082
2004,7,7/29/2004,7209
2004,7,7/30/2004,7594
2004,7,7/31/2004,7091
2004,8,8/1/2004,6525
2004,8,8/2/2004,6654
2004,8,8/3/2004,6294
2004,8,8/4/2004,5619
2004,8,8/5/2004,5765
2004,8,8/6/2004,7316
2004,8,8/7/2004,7082
2004,8,8/8/2004,6897
2004,8,8/9/2004,6743
2004,8,8/10/2004,6482
2004,8,8/11/2004,6271
2004,8,8/12/2004,6018
2004,8,8/13/2004,5195
2004,8,8/14/2004,4484
2004,8,8/15/2004,5171
2004,8,8/16/2004,4787
2004,8,8/17/2004,4232
2004,8,8/18/2004,5661
2004,8,8/19/2004,4069
2004,8,8/20/2004,3796
2004,8,8/21/2004,3503
2004,8,8/22/2004,3857
2004,8,8/23/2004,4571
2004,8,8/24/2004,4832
2004,8,8/25/2004,5187
2004,8,8/26/2004,5652
2004,8,8/27/2004,4413
2004,8,8/28/2004,4035
2004,8,8/29/2004,3657
2004,8,8/30/2004,3762
2004,8,8/31/2004,4298
2004,9,9/1/2004,4117
2004,9,9/2/2004,4570
2004,9,9/3/2004,4494
2004,9,9/4/2004,5575
2004,9,9/5/2004,4970
2004,9,9/6/2004,5167
2004,9,9/7/2004,5583
2004,9,9/8/2004,7230
2004,9,9/9/2004,7702
2004,9,9/10/2004,6719
2004,9,9/11/2004,5646
2004,9,9/12/2004,5151
2004,9,9/13/2004,5637
2004,9,9/14/2004,5054
2004,9,9/15/2004,4735
2004,9,9/16/2004,4585
2004,9,9/17/2004,4020
2004,9,9/18/2004,4596
2004,9,9/19/2004,5155
2004,9,9/20/2004,5236
2004,9,9/21/2004,5047
2004,9,9/22/2004,5258
2004,9,9/23/2004,4940
2004,9,9/24/2004,2840
2004,9,9/25/2004,3456
2004,9,9/26/2004,3739
2004,9,9/27/2004,2580
2004,9,9/28/2004,2137
2004,9,9/29/2004,2444
2004,9,9/30/2004,2646
2004,10,10/1/2004,4941
2004,10,10/2/2004,5404
2004,10,10/3/2004,5558
2004,10,10/4/2004,5311
2004,10,10/5/2004,5775
2004,10,10/6/2004,4413
2004,10,10/7/2004,4208
2004,10,10/8/2004,4585
2004,10,10/9/2004,5622
2004,10,10/10/2004,5411
2004,10,10/11/2004,5096
2004,10,10/12/2004,4983
2004,10,10/13/2004,4999
2004,10,10/14/2004,4909
2004,10,10/15/2004,4727
2004,10,10/16/2004,4596
2004,10,10/17/2004,5160
2004,10,10/18/2004,6441
2004,10,10/19/2004,14215
2004,10,10/20/2004,18234
2004,10,10/21/2004,17321
2004,10,10/22/2004,17136
2004,10,10/23/2004,17632
2004,10,10/24/2004,8609
2004,10,10/25/2004,7367
2004,10,10/26/2004,12266
2004,10,10/27/2004,13376
2004,10,10/28/2004,12470
2004,10,10/29/2004,13750
2004,10,10/30/2004,12507
2004,10,10/31/2004,7017
2004,11,11/1/2004,6785
2004,11,11/2/2004,5725
2004,11,11/3/2004,8173
2004,11,11/4/2004,9861
2004,11,11/5/2004,7747
2004,11,11/6/2004,8970
2004,11,11/7/2004,9181
2004,11,11/8/2004,4146
2004,11,11/9/2004,3932
2004,11,11/10/2004,4172
2004,11,11/11/2004,10383
2004,11,11/12/2004,10828
2004,11,11/13/2004,11834
2004,11,11/14/2004,11857
2004,11,11/15/2004,10482
2004,11,11/16/2004,4564
2004,11,11/17/2004,4591
2004,11,11/18/2004,4050
2004,11,11/19/2004,4694
2004,11,11/20/2004,5299
2004,11,11/21/2004,4735
2004,11,11/22/2004,3879
2004,11,11/23/2004,4150
2004,11,11/24/2004,4078
2004,11,11/25/2004,4190
2004,11,11/26/2004,4720
2004,11,11/27/2004,7279
2004,11,11/28/2004,8388
2004,11,11/29/2004,6963
2004,11,11/30/2004,5589
2004,12,12/1/2004,5408
2004,12,12/2/2004,3977
2004,12,12/3/2004,3686
2004,12,12/4/2004,3399
2004,12,12/5/2004,3012
2004,12,12/6/2004,4711
2004,12,12/7/2004,8828
2004,12,12/8/2004,13486
2004,12,12/9/2004,18825
2004,12,12/10/2004,26938
2004,12,12/11/2004,28500
2004,12,12/12/2004,21373
2004,12,12/13/2004,15047
2004,12,12/14/2004,12983
2004,12,12/15/2004,11781
2004,12,12/16/2004,9008
2004,12,12/17/2004,6684
2004,12,12/18/2004,5627
2004,12,12/19/2004,3437
2004,12,12/20/2004,4337
2004,12,12/21/2004,3143
2004,12,12/22/2004,3635
2004,12,12/23/2004,3055
2004,12,12/24/2004,3579
2004,12,12/25/2004,4005
2004,12,12/26/2004,3620
2004,12,12/27/2004,5372
2004,12,12/28/2004,13275
2004,12,12/29/2004,29942
2004,12,12/30/2004,46803
2004,12,12/31/2004,58511
2005,1,1/1/2005,63899
2005,1,1/2/2005,62929
2005,1,1/3/2005,60205
2005,1,1/4/2005,52597
2005,1,1/5/2005,45763
2005,1,1/6/2005,39138
2005,1,1/7/2005,33800
2005,1,1/8/2005,34984
2005,1,1/9/2005,40727
2005,1,1/10/2005,42128
2005,1,1/11/2005,46503
2005,1,1/12/2005,46658
2005,1,1/13/2005,46580
2005,1,1/14/2005,42557
2005,1,1/15/2005,37651
2005,1,1/16/2005,31284
2005,1,1/17/2005,27593
2005,1,1/18/2005,24954
2005,1,1/19/2005,21728
2005,1,1/20/2005,19478
2005,1,1/21/2005,18240
2005,1,1/22/2005,16709
2005,1,1/23/2005,15623
2005,1,1/24/2005,14327
2005,1,1/25/2005,12870
2005,1,1/26/2005,13886
2005,1,1/27/2005,13947
2005,1,1/28/2005,22222
2005,1,1/29/2005,30017
2005,1,1/30/2005,33233
2005,1,1/31/2005,30114
2005,2,2/1/2005,28023
2005,2,2/2/2005,30618
2005,2,2/3/2005,29884
2005,2,2/4/2005,27627
2005,2,2/5/2005,24265
2005,2,2/6/2005,20691
2005,2,2/7/2005,17259
2005,2,2/8/2005,15632
2005,2,2/9/2005,13785
2005,2,2/10/2005,16927
2005,2,2/11/2005,18245
2005,2,2/12/2005,15943
2005,2,2/13/2005,14147
2005,2,2/14/2005,13397
2005,2,2/15/2005,18460
2005,2,2/16/2005,21754
2005,2,2/17/2005,24271
2005,2,2/18/2005,26503
2005,2,2/19/2005,26302
2005,2,2/20/2005,25523
2005,2,2/21/2005,31762
2005,2,2/22/2005,37552
2005,2,2/23/2005,37773
2005,2,2/24/2005,33807
2005,2,2/25/2005,32100
2005,2,2/26/2005,30044
2005,2,2/27/2005,32245
2005,2,2/28/2005,33583
2005,3,3/1/2005,35424
2005,3,3/2/2005,41759
2005,3,3/3/2005,43817
2005,3,3/4/2005,39271
2005,3,3/5/2005,37672
2005,3,3/6/2005,33398
2005,3,3/7/2005,29560
2005,3,3/8/2005,26793
2005,3,3/9/2005,25746
2005,3,3/10/2005,26818
2005,3,3/11/2005,25893
2005,3,3/12/2005,25048
2005,3,3/13/2005,21683
2005,3,3/14/2005,22737
2005,3,3/15/2005,21971
2005,3,3/16/2005,21883
2005,3,3/17/2005,19138
2005,3,3/18/2005,17980
2005,3,3/19/2005,23846
2005,3,3/20/2005,27204
2005,3,3/21/2005,29263
2005,3,3/22/2005,38057
2005,3,3/23/2005,53138
2005,3,3/24/2005,62171
2005,3,3/25/2005,71870
2005,3,3/26/2005,71347
2005,3,3/27/2005,65886
2005,3,3/28/2005,63941
2005,3,3/29/2005,60039
2005,3,3/30/2005,57522
2005,3,3/31/2005,54422
2005,4,4/1/2005,50109
2005,4,4/2/2005,45371
2005,4,4/3/2005,42050
2005,4,4/4/2005,39406
2005,4,4/5/2005,37366
2005,4,4/6/2005,34894
2005,4,4/7/2005,33034
2005,4,4/8/2005,32936
2005,4,4/9/2005,34069
2005,4,4/10/2005,34153
