"Date","Year","Month","Day","Tributary","Area","Temp"
2006-10-02,2006,10,2,"Deer Creek","Upper",8.77
2006-10-03,2006,10,3,"Deer Creek","Upper",8.78
2006-10-04,2006,10,4,"Deer Creek","Upper",8.43
2006-10-05,2006,10,5,"Deer Creek","Upper",8
2006-10-06,2006,10,6,"Deer Creek","Upper",8.12
2006-10-07,2006,10,7,"Deer Creek","Upper",8.38
2006-10-08,2006,10,8,"Deer Creek","Upper",8.41
2006-10-09,2006,10,9,"Deer Creek","Upper",8.31
2006-10-10,2006,10,10,"Deer Creek","Upper",8.02
2006-10-11,2006,10,11,"Deer Creek","Upper",7.99
2006-10-12,2006,10,12,"Deer Creek","Upper",8.13
2006-10-13,2006,10,13,"Deer Creek","Upper",8.06
2006-10-14,2006,10,14,"Deer Creek","Upper",7.97
2006-10-15,2006,10,15,"Deer Creek","Upper",8.02
2006-10-16,2006,10,16,"Deer Creek","Upper",7.89
2006-10-17,2006,10,17,"Deer Creek","Upper",7.45
2006-10-18,2006,10,18,"Deer Creek","Upper",7.19
2006-10-19,2006,10,19,"Deer Creek","Upper",7.38
2006-10-20,2006,10,20,"Deer Creek","Upper",7.49
2006-10-21,2006,10,21,"Deer Creek","Upper",7.29
2006-10-22,2006,10,22,"Deer Creek","Upper",7.26
2006-10-23,2006,10,23,"Deer Creek","Upper",7.33
2006-10-24,2006,10,24,"Deer Creek","Upper",7.06
2006-10-25,2006,10,25,"Deer Creek","Upper",6.47
2006-10-26,2006,10,26,"Deer Creek","Upper",6.13
2006-10-27,2006,10,27,"Deer Creek","Upper",6.09
2006-10-28,2006,10,28,"Deer Creek","Upper",6.04
2006-10-29,2006,10,29,"Deer Creek","Upper",5.92
2006-10-30,2006,10,30,"Deer Creek","Upper",5.67
2006-10-31,2006,10,31,"Deer Creek","Upper",5.42
2006-11-01,2006,11,1,"Deer Creek","Upper",5.39
2006-11-02,2006,11,2,"Deer Creek","Upper",5.65
2006-11-03,2006,11,3,"Deer Creek","Upper",6.04
2006-11-04,2006,11,4,"Deer Creek","Upper",6.3
2006-11-05,2006,11,5,"Deer Creek","Upper",6.58
2006-11-06,2006,11,6,"Deer Creek","Upper",6.98
2006-11-07,2006,11,7,"Deer Creek","Upper",7.42
2006-11-08,2006,11,8,"Deer Creek","Upper",7.19
2006-11-09,2006,11,9,"Deer Creek","Upper",6.17
2006-11-10,2006,11,10,"Deer Creek","Upper",5.55
2006-11-11,2006,11,11,"Deer Creek","Upper",5.15
2006-11-12,2006,11,12,"Deer Creek","Upper",4.8
2006-11-13,2006,11,13,"Deer Creek","Upper",5
2006-11-14,2006,11,14,"Deer Creek","Upper",5.16
2006-11-15,2006,11,15,"Deer Creek","Upper",5.32
2006-11-16,2006,11,16,"Deer Creek","Upper",5.78
2006-11-17,2006,11,17,"Deer Creek","Upper",6.06
2006-11-18,2006,11,18,"Deer Creek","Upper",6.2
2006-11-19,2006,11,19,"Deer Creek","Upper",6.2
2006-11-20,2006,11,20,"Deer Creek","Upper",6.11
2006-11-21,2006,11,21,"Deer Creek","Upper",6.12
2006-11-22,2006,11,22,"Deer Creek","Upper",5.97
2006-11-23,2006,11,23,"Deer Creek","Upper",5.22
2006-11-24,2006,11,24,"Deer Creek","Upper",4.28
2006-11-25,2006,11,25,"Deer Creek","Upper",3.84
2006-11-26,2006,11,26,"Deer Creek","Upper",3.83
2006-11-27,2006,11,27,"Deer Creek","Upper",3.76
2006-11-28,2006,11,28,"Deer Creek","Upper",3.32
2006-11-29,2006,11,29,"Deer Creek","Upper",2.84
2006-11-30,2006,11,30,"Deer Creek","Upper",2.72
2006-12-01,2006,12,1,"Deer Creek","Upper",2.79
2006-12-02,2006,12,2,"Deer Creek","Upper",2.84
2006-12-03,2006,12,3,"Deer Creek","Upper",2.94
2006-12-04,2006,12,4,"Deer Creek","Upper",3.02
2006-12-05,2006,12,5,"Deer Creek","Upper",3.04
2006-12-06,2006,12,6,"Deer Creek","Upper",3.06
2006-12-07,2006,12,7,"Deer Creek","Upper",3.12
2006-12-08,2006,12,8,"Deer Creek","Upper",3.62
2006-12-09,2006,12,9,"Deer Creek","Upper",4.36
2006-12-10,2006,12,10,"Deer Creek","Upper",4.53
2006-12-11,2006,12,11,"Deer Creek","Upper",4.44
2006-12-12,2006,12,12,"Deer Creek","Upper",4.66
2006-12-13,2006,12,13,"Deer Creek","Upper",5.08
2006-12-14,2006,12,14,"Deer Creek","Upper",5.44
2006-12-15,2006,12,15,"Deer Creek","Upper",4.77
2006-12-16,2006,12,16,"Deer Creek","Upper",3.47
2006-12-17,2006,12,17,"Deer Creek","Upper",2.65
2006-12-18,2006,12,18,"Deer Creek","Upper",2.16
2006-12-19,2006,12,19,"Deer Creek","Upper",1.91
2006-12-20,2006,12,20,"Deer Creek","Upper",2.08
2006-12-21,2006,12,21,"Deer Creek","Upper",2.43
2006-12-22,2006,12,22,"Deer Creek","Upper",2.73
2006-12-23,2006,12,23,"Deer Creek","Upper",2.92
2006-12-24,2006,12,24,"Deer Creek","Upper",3.07
2006-12-25,2006,12,25,"Deer Creek","Upper",3.37
2006-12-26,2006,12,26,"Deer Creek","Upper",3.95
2006-12-27,2006,12,27,"Deer Creek","Upper",4.22
2006-12-28,2006,12,28,"Deer Creek","Upper",3.7
2006-12-29,2006,12,29,"Deer Creek","Upper",3.29
2006-12-30,2006,12,30,"Deer Creek","Upper",3.23
2006-12-31,2006,12,31,"Deer Creek","Upper",3.35
2007-01-01,2007,1,1,"Deer Creek","Upper",3.53
2007-01-02,2007,1,2,"Deer Creek","Upper",3.46
2007-01-03,2007,1,3,"Deer Creek","Upper",3.82
2007-01-04,2007,1,4,"Deer Creek","Upper",3.97
2007-01-05,2007,1,5,"Deer Creek","Upper",3.02
2007-01-06,2007,1,6,"Deer Creek","Upper",2.4
2007-01-07,2007,1,7,"Deer Creek","Upper",2.52
2007-01-08,2007,1,8,"Deer Creek","Upper",2.92
2007-01-09,2007,1,9,"Deer Creek","Upper",3.33
2007-01-10,2007,1,10,"Deer Creek","Upper",3.25
2007-01-11,2007,1,11,"Deer Creek","Upper",2.51
2007-01-12,2007,1,12,"Deer Creek","Upper",1.66
2007-01-13,2007,1,13,"Deer Creek","Upper",1.16
2007-01-14,2007,1,14,"Deer Creek","Upper",1.07
2007-01-15,2007,1,15,"Deer Creek","Upper",1.18
2007-01-16,2007,1,16,"Deer Creek","Upper",1.42
2007-01-17,2007,1,17,"Deer Creek","Upper",1.76
2007-01-18,2007,1,18,"Deer Creek","Upper",2.08
2007-01-19,2007,1,19,"Deer Creek","Upper",2.36
2007-01-20,2007,1,20,"Deer Creek","Upper",2.57
2007-01-21,2007,1,21,"Deer Creek","Upper",2.59
2007-01-22,2007,1,22,"Deer Creek","Upper",2.51
2007-01-23,2007,1,23,"Deer Creek","Upper",2.49
2007-01-24,2007,1,24,"Deer Creek","Upper",2.48
2007-01-25,2007,1,25,"Deer Creek","Upper",2.6
2007-01-26,2007,1,26,"Deer Creek","Upper",2.74
2007-01-27,2007,1,27,"Deer Creek","Upper",2.93
2007-01-28,2007,1,28,"Deer Creek","Upper",3.17
2007-01-29,2007,1,29,"Deer Creek","Upper",3.34
2007-01-30,2007,1,30,"Deer Creek","Upper",3.42
2007-01-31,2007,1,31,"Deer Creek","Upper",3.41
2007-02-01,2007,2,1,"Deer Creek","Upper",3.36
2007-02-02,2007,2,2,"Deer Creek","Upper",3.25
2007-02-03,2007,2,3,"Deer Creek","Upper",3.27
2007-02-04,2007,2,4,"Deer Creek","Upper",3.51
2007-02-05,2007,2,5,"Deer Creek","Upper",3.81
2007-02-06,2007,2,6,"Deer Creek","Upper",4.31
2007-02-07,2007,2,7,"Deer Creek","Upper",4.78
2007-02-08,2007,2,8,"Deer Creek","Upper",4.94
2007-02-09,2007,2,9,"Deer Creek","Upper",5.43
2007-02-10,2007,2,10,"Deer Creek","Upper",5.77
2007-02-11,2007,2,11,"Deer Creek","Upper",5.07
2007-02-12,2007,2,12,"Deer Creek","Upper",4.39
2007-02-13,2007,2,13,"Deer Creek","Upper",4.35
2007-02-14,2007,2,14,"Deer Creek","Upper",4.3
2007-02-15,2007,2,15,"Deer Creek","Upper",4.48
2007-02-16,2007,2,16,"Deer Creek","Upper",5.06
2007-02-17,2007,2,17,"Deer Creek","Upper",5.37
2007-02-18,2007,2,18,"Deer Creek","Upper",5.13
2007-02-19,2007,2,19,"Deer Creek","Upper",4.69
2007-02-20,2007,2,20,"Deer Creek","Upper",4.46
2007-02-21,2007,2,21,"Deer Creek","Upper",4.54
2007-02-22,2007,2,22,"Deer Creek","Upper",4.5
2007-02-23,2007,2,23,"Deer Creek","Upper",4.19
2007-02-24,2007,2,24,"Deer Creek","Upper",4.03
2007-02-25,2007,2,25,"Deer Creek","Upper",4.1
2007-02-26,2007,2,26,"Deer Creek","Upper",3.92
2007-02-27,2007,2,27,"Deer Creek","Upper",3.5
2007-02-28,2007,2,28,"Deer Creek","Upper",3.4
2007-03-01,2007,3,1,"Deer Creek","Upper",3.6
2007-03-02,2007,3,2,"Deer Creek","Upper",4.07
2007-03-03,2007,3,3,"Deer Creek","Upper",4.66
2007-03-04,2007,3,4,"Deer Creek","Upper",4.99
2007-03-05,2007,3,5,"Deer Creek","Upper",5.11
2007-03-06,2007,3,6,"Deer Creek","Upper",5.23
2007-03-07,2007,3,7,"Deer Creek","Upper",5.28
2007-03-08,2007,3,8,"Deer Creek","Upper",5.37
2007-03-09,2007,3,9,"Deer Creek","Upper",5.39
2007-03-10,2007,3,10,"Deer Creek","Upper",5.51
2007-03-11,2007,3,11,"Deer Creek","Upper",5.98
2007-03-12,2007,3,12,"Deer Creek","Upper",6.33
2007-03-13,2007,3,13,"Deer Creek","Upper",6.53
2007-03-14,2007,3,14,"Deer Creek","Upper",6.47
2007-03-15,2007,3,15,"Deer Creek","Upper",6.4
2007-03-16,2007,3,16,"Deer Creek","Upper",6.53
2007-03-17,2007,3,17,"Deer Creek","Upper",6.7
2007-03-18,2007,3,18,"Deer Creek","Upper",6.84
2007-03-19,2007,3,19,"Deer Creek","Upper",6.86
2007-03-20,2007,3,20,"Deer Creek","Upper",6.64
2007-03-21,2007,3,21,"Deer Creek","Upper",6.19
2007-03-22,2007,3,22,"Deer Creek","Upper",6.01
2007-03-23,2007,3,23,"Deer Creek","Upper",6.41
2007-03-24,2007,3,24,"Deer Creek","Upper",6.96
2007-03-25,2007,3,25,"Deer Creek","Upper",7.18
2007-03-26,2007,3,26,"Deer Creek","Upper",6.64
2007-03-27,2007,3,27,"Deer Creek","Upper",5.75
2007-03-28,2007,3,28,"Deer Creek","Upper",5.38
2007-03-29,2007,3,29,"Deer Creek","Upper",5.65
2007-03-30,2007,3,30,"Deer Creek","Upper",6.26
2007-03-31,2007,3,31,"Deer Creek","Upper",6.86
2007-04-01,2007,4,1,"Deer Creek","Upper",7.14
2007-04-02,2007,4,2,"Deer Creek","Upper",7.08
2007-04-03,2007,4,3,"Deer Creek","Upper",7.2
2007-04-04,2007,4,4,"Deer Creek","Upper",7.41
2007-04-05,2007,4,5,"Deer Creek","Upper",7.67
2007-04-06,2007,4,6,"Deer Creek","Upper",8.21
2007-04-07,2007,4,7,"Deer Creek","Upper",8.58
2007-04-08,2007,4,8,"Deer Creek","Upper",8.44
2007-04-09,2007,4,9,"Deer Creek","Upper",8.04
2007-04-10,2007,4,10,"Deer Creek","Upper",7.69
2007-04-11,2007,4,11,"Deer Creek","Upper",7.25
2007-04-12,2007,4,12,"Deer Creek","Upper",6.79
2007-04-13,2007,4,13,"Deer Creek","Upper",6.86
2007-04-14,2007,4,14,"Deer Creek","Upper",6.71
2007-04-15,2007,4,15,"Deer Creek","Upper",6.56
2007-04-16,2007,4,16,"Deer Creek","Upper",7.15
2007-04-17,2007,4,17,"Deer Creek","Upper",7.12
2007-04-18,2007,4,18,"Deer Creek","Upper",6.61
2007-04-19,2007,4,19,"Deer Creek","Upper",6.24
2007-04-20,2007,4,20,"Deer Creek","Upper",6.26
2007-04-21,2007,4,21,"Deer Creek","Upper",6.25
2007-04-22,2007,4,22,"Deer Creek","Upper",6.21
2007-04-23,2007,4,23,"Deer Creek","Upper",6.78
2007-04-24,2007,4,24,"Deer Creek","Upper",7.39
2007-04-25,2007,4,25,"Deer Creek","Upper",7.81
2007-04-26,2007,4,26,"Deer Creek","Upper",8.22
2007-04-27,2007,4,27,"Deer Creek","Upper",8.99
2007-04-28,2007,4,28,"Deer Creek","Upper",9.55
2007-04-29,2007,4,29,"Deer Creek","Upper",9.71
2007-04-30,2007,4,30,"Deer Creek","Upper",9.71
2007-05-01,2007,5,1,"Deer Creek","Upper",9.21
2007-05-02,2007,5,2,"Deer Creek","Upper",8.26
2007-05-03,2007,5,3,"Deer Creek","Upper",7.55
2007-05-04,2007,5,4,"Deer Creek","Upper",7.41
2007-05-05,2007,5,5,"Deer Creek","Upper",7.72
2007-05-06,2007,5,6,"Deer Creek","Upper",8.44
2007-05-07,2007,5,7,"Deer Creek","Upper",9.55
2007-05-08,2007,5,8,"Deer Creek","Upper",10.34
2007-05-09,2007,5,9,"Deer Creek","Upper",10.6
2007-05-10,2007,5,10,"Deer Creek","Upper",10.59
2007-05-11,2007,5,11,"Deer Creek","Upper",10.35
2007-05-12,2007,5,12,"Deer Creek","Upper",10.02
2007-05-13,2007,5,13,"Deer Creek","Upper",9.97
2007-05-14,2007,5,14,"Deer Creek","Upper",10.32
2007-05-15,2007,5,15,"Deer Creek","Upper",10.75
2007-05-16,2007,5,16,"Deer Creek","Upper",10.97
2007-05-17,2007,5,17,"Deer Creek","Upper",11.01
2007-05-18,2007,5,18,"Deer Creek","Upper",11.01
2007-05-19,2007,5,19,"Deer Creek","Upper",11.05
2007-05-20,2007,5,20,"Deer Creek","Upper",10.87
2007-05-21,2007,5,21,"Deer Creek","Upper",10.39
2007-05-22,2007,5,22,"Deer Creek","Upper",10.09
2007-05-23,2007,5,23,"Deer Creek","Upper",10.43
2007-05-24,2007,5,24,"Deer Creek","Upper",11.03
2007-05-25,2007,5,25,"Deer Creek","Upper",11.49
2007-05-26,2007,5,26,"Deer Creek","Upper",11.89
2007-05-27,2007,5,27,"Deer Creek","Upper",12.07
2007-05-28,2007,5,28,"Deer Creek","Upper",12.13
2007-05-29,2007,5,29,"Deer Creek","Upper",12.26
2007-05-30,2007,5,30,"Deer Creek","Upper",12.38
2007-05-31,2007,5,31,"Deer Creek","Upper",12.53
2007-06-01,2007,6,1,"Deer Creek","Upper",12.67
2007-06-02,2007,6,2,"Deer Creek","Upper",12.71
2007-06-03,2007,6,3,"Deer Creek","Upper",12.72
2007-06-04,2007,6,4,"Deer Creek","Upper",12.16
2007-06-05,2007,6,5,"Deer Creek","Upper",10.78
2007-06-06,2007,6,6,"Deer Creek","Upper",10.16
2007-06-07,2007,6,7,"Deer Creek","Upper",10.59
2007-06-08,2007,6,8,"Deer Creek","Upper",11.13
2007-06-09,2007,6,9,"Deer Creek","Upper",11.6
2007-06-10,2007,6,10,"Deer Creek","Upper",12.1
2007-06-11,2007,6,11,"Deer Creek","Upper",12.74
2007-06-12,2007,6,12,"Deer Creek","Upper",13.52
2007-06-13,2007,6,13,"Deer Creek","Upper",14.44
2007-06-14,2007,6,14,"Deer Creek","Upper",15
2007-06-15,2007,6,15,"Deer Creek","Upper",15.03
2007-06-16,2007,6,16,"Deer Creek","Upper",14.47
2007-06-17,2007,6,17,"Deer Creek","Upper",13.95
2007-06-18,2007,6,18,"Deer Creek","Upper",14.02
2007-06-19,2007,6,19,"Deer Creek","Upper",14.07
2007-06-20,2007,6,20,"Deer Creek","Upper",13.81
2007-06-21,2007,6,21,"Deer Creek","Upper",13.76
2007-06-22,2007,6,22,"Deer Creek","Upper",14.03
2007-06-23,2007,6,23,"Deer Creek","Upper",13.94
2007-06-24,2007,6,24,"Deer Creek","Upper",13.56
2007-06-25,2007,6,25,"Deer Creek","Upper",13.61
2007-06-26,2007,6,26,"Deer Creek","Upper",13.98
2007-06-27,2007,6,27,"Deer Creek","Upper",14.09
2007-06-28,2007,6,28,"Deer Creek","Upper",13.96
2007-06-29,2007,6,29,"Deer Creek","Upper",13.65
2007-06-30,2007,6,30,"Deer Creek","Upper",13.42
2007-07-01,2007,7,1,"Deer Creek","Upper",13.49
2007-07-02,2007,7,2,"Deer Creek","Upper",13.78
2007-07-03,2007,7,3,"Deer Creek","Upper",14.5
2007-07-04,2007,7,4,"Deer Creek","Upper",15.52
2007-07-05,2007,7,5,"Deer Creek","Upper",16.41
2007-07-06,2007,7,6,"Deer Creek","Upper",16.59
2007-07-07,2007,7,7,"Deer Creek","Upper",15.98
2007-07-08,2007,7,8,"Deer Creek","Upper",15.57
2007-07-09,2007,7,9,"Deer Creek","Upper",15.56
2007-07-10,2007,7,10,"Deer Creek","Upper",15.1
2007-07-11,2007,7,11,"Deer Creek","Upper",14.03
2007-07-12,2007,7,12,"Deer Creek","Upper",13.8
2007-07-13,2007,7,13,"Deer Creek","Upper",14.34
2007-07-14,2007,7,14,"Deer Creek","Upper",14.65
2007-07-15,2007,7,15,"Deer Creek","Upper",14.92
2007-07-16,2007,7,16,"Deer Creek","Upper",14.66
2007-07-17,2007,7,17,"Deer Creek","Upper",13.71
2007-07-18,2007,7,18,"Deer Creek","Upper",12.87
2007-07-19,2007,7,19,"Deer Creek","Upper",13.01
2007-07-20,2007,7,20,"Deer Creek","Upper",13.68
2007-07-21,2007,7,21,"Deer Creek","Upper",14.31
2007-07-22,2007,7,22,"Deer Creek","Upper",15.04
2007-07-23,2007,7,23,"Deer Creek","Upper",15.88
2007-07-24,2007,7,24,"Deer Creek","Upper",16.16
2007-07-25,2007,7,25,"Deer Creek","Upper",15.51
2007-07-26,2007,7,26,"Deer Creek","Upper",14.96
2007-07-27,2007,7,27,"Deer Creek","Upper",14.99
2007-07-28,2007,7,28,"Deer Creek","Upper",15.13
2007-07-29,2007,7,29,"Deer Creek","Upper",15.18
2007-07-30,2007,7,30,"Deer Creek","Upper",15.36
2007-07-31,2007,7,31,"Deer Creek","Upper",15.35
2007-08-01,2007,8,1,"Deer Creek","Upper",15.27
2007-08-02,2007,8,2,"Deer Creek","Upper",15.49
2007-08-03,2007,8,3,"Deer Creek","Upper",15.77
2007-08-04,2007,8,4,"Deer Creek","Upper",15.67
2007-08-05,2007,8,5,"Deer Creek","Upper",14.34
2007-08-06,2007,8,6,"Deer Creek","Upper",12.95
2007-08-07,2007,8,7,"Deer Creek","Upper",13.05
2007-08-08,2007,8,8,"Deer Creek","Upper",13.75
2007-08-09,2007,8,9,"Deer Creek","Upper",14.31
2007-08-10,2007,8,10,"Deer Creek","Upper",14.65
2007-08-11,2007,8,11,"Deer Creek","Upper",14.42
2007-08-12,2007,8,12,"Deer Creek","Upper",13.96
2007-08-13,2007,8,13,"Deer Creek","Upper",14.03
2007-08-14,2007,8,14,"Deer Creek","Upper",14.33
2007-08-15,2007,8,15,"Deer Creek","Upper",14.55
2007-08-16,2007,8,16,"Deer Creek","Upper",14.53
2007-08-17,2007,8,17,"Deer Creek","Upper",14.37
2007-08-18,2007,8,18,"Deer Creek","Upper",14.17
2007-08-19,2007,8,19,"Deer Creek","Upper",14.12
2007-08-20,2007,8,20,"Deer Creek","Upper",14.66
2007-08-21,2007,8,21,"Deer Creek","Upper",15.54
2007-08-22,2007,8,22,"Deer Creek","Upper",16.2
2007-08-23,2007,8,23,"Deer Creek","Upper",16.33
2007-08-24,2007,8,24,"Deer Creek","Upper",16.21
2007-08-25,2007,8,25,"Deer Creek","Upper",16.03
2007-08-26,2007,8,26,"Deer Creek","Upper",15.62
2007-08-27,2007,8,27,"Deer Creek","Upper",15.42
2007-08-28,2007,8,28,"Deer Creek","Upper",15.59
2007-08-29,2007,8,29,"Deer Creek","Upper",15.86
2007-08-30,2007,8,30,"Deer Creek","Upper",16.5
2007-08-31,2007,8,31,"Deer Creek","Upper",16.92
2007-09-01,2007,9,1,"Deer Creek","Upper",16.44
2007-09-02,2007,9,2,"Deer Creek","Upper",15.84
2007-09-03,2007,9,3,"Deer Creek","Upper",15.81
2007-09-04,2007,9,4,"Deer Creek","Upper",15.51
2007-09-05,2007,9,5,"Deer Creek","Upper",15.32
2007-09-06,2007,9,6,"Deer Creek","Upper",15.3
2007-09-07,2007,9,7,"Deer Creek","Upper",14.99
2007-09-08,2007,9,8,"Deer Creek","Upper",15.01
2007-09-09,2007,9,9,"Deer Creek","Upper",14.96
2007-09-10,2007,9,10,"Deer Creek","Upper",14.7
2007-09-11,2007,9,11,"Deer Creek","Upper",14.83
2007-09-12,2007,9,12,"Deer Creek","Upper",14.14
2007-09-13,2007,9,13,"Deer Creek","Upper",12.91
2007-09-14,2007,9,14,"Deer Creek","Upper",12.9
2007-09-15,2007,9,15,"Deer Creek","Upper",13.5
2007-09-16,2007,9,16,"Deer Creek","Upper",13.92
2007-09-17,2007,9,17,"Deer Creek","Upper",13.91
2007-09-18,2007,9,18,"Deer Creek","Upper",12.42
2007-09-19,2007,9,19,"Deer Creek","Upper",10
2007-09-20,2007,9,20,"Deer Creek","Upper",9.58
2007-09-21,2007,9,21,"Deer Creek","Upper",9.88
2007-09-22,2007,9,22,"Deer Creek","Upper",9.12
2007-09-23,2007,9,23,"Deer Creek","Upper",8.96
2007-09-24,2007,9,24,"Deer Creek","Upper",9.23
2007-09-25,2007,9,25,"Deer Creek","Upper",9.4
2007-09-26,2007,9,26,"Deer Creek","Upper",9.73
2007-09-27,2007,9,27,"Deer Creek","Upper",9.81
2007-09-28,2007,9,28,"Deer Creek","Upper",9.14
2007-09-29,2007,9,29,"Deer Creek","Upper",8.52
2007-09-30,2007,9,30,"Deer Creek","Upper",8.68
2007-10-01,2007,10,1,"Deer Creek","Upper",8.86
2007-10-02,2007,10,2,"Deer Creek","Upper",9
2007-10-03,2007,10,3,"Deer Creek","Upper",9.04
2007-10-04,2007,10,4,"Deer Creek","Upper",8.68
2007-10-05,2007,10,5,"Deer Creek","Upper",8.07
2007-10-06,2007,10,6,"Deer Creek","Upper",7.8
2007-10-07,2007,10,7,"Deer Creek","Upper",7.92
2007-10-08,2007,10,8,"Deer Creek","Upper",8.07
2007-10-09,2007,10,9,"Deer Creek","Upper",8.07
2007-10-10,2007,10,10,"Deer Creek","Upper",7.81
2007-10-11,2007,10,11,"Deer Creek","Upper",7.46
2007-10-12,2007,10,12,"Deer Creek","Upper",7.28
2007-10-13,2007,10,13,"Deer Creek","Upper",7.56
2007-10-14,2007,10,14,"Deer Creek","Upper",7.95
2007-10-15,2007,10,15,"Deer Creek","Upper",7.82
2007-10-16,2007,10,16,"Deer Creek","Upper",7.41
2007-10-17,2007,10,17,"Deer Creek","Upper",7.34
2007-10-18,2007,10,18,"Deer Creek","Upper",7.42
2007-10-19,2007,10,19,"Deer Creek","Upper",7.42
2007-10-20,2007,10,20,"Deer Creek","Upper",7.08
2007-10-21,2007,10,21,"Deer Creek","Upper",6.7
2007-10-22,2007,10,22,"Deer Creek","Upper",6.96
2007-10-23,2007,10,23,"Deer Creek","Upper",7.32
2007-10-24,2007,10,24,"Deer Creek","Upper",7.53
2007-10-25,2007,10,25,"Deer Creek","Upper",7.54
2007-10-26,2007,10,26,"Deer Creek","Upper",7.47
2007-10-27,2007,10,27,"Deer Creek","Upper",7.52
2007-10-28,2007,10,28,"Deer Creek","Upper",7.72
2007-10-29,2007,10,29,"Deer Creek","Upper",7.79
2007-10-30,2007,10,30,"Deer Creek","Upper",7.78
2007-10-31,2007,10,31,"Deer Creek","Upper",7.7
2007-11-01,2007,11,1,"Deer Creek","Upper",7.48
2007-11-02,2007,11,2,"Deer Creek","Upper",7.28
2007-11-03,2007,11,3,"Deer Creek","Upper",7.08
2007-11-04,2007,11,4,"Deer Creek","Upper",6.88
2007-11-05,2007,11,5,"Deer Creek","Upper",6.69
2007-11-06,2007,11,6,"Deer Creek","Upper",6.55
2007-11-07,2007,11,7,"Deer Creek","Upper",6.44
2007-11-08,2007,11,8,"Deer Creek","Upper",6.46
2007-11-09,2007,11,9,"Deer Creek","Upper",6.4
2007-11-10,2007,11,10,"Deer Creek","Upper",6.3
2007-11-11,2007,11,11,"Deer Creek","Upper",6.22
2007-11-12,2007,11,12,"Deer Creek","Upper",6.19
2007-11-13,2007,11,13,"Deer Creek","Upper",6.42
2007-11-14,2007,11,14,"Deer Creek","Upper",6.59
2007-11-15,2007,11,15,"Deer Creek","Upper",6.79
2007-11-16,2007,11,16,"Deer Creek","Upper",6.99
2007-11-17,2007,11,17,"Deer Creek","Upper",7.01
2007-11-18,2007,11,18,"Deer Creek","Upper",6.98
2007-11-19,2007,11,19,"Deer Creek","Upper",6.46
2007-11-20,2007,11,20,"Deer Creek","Upper",5.52
2007-11-21,2007,11,21,"Deer Creek","Upper",4.93
2007-11-22,2007,11,22,"Deer Creek","Upper",4.52
2007-11-23,2007,11,23,"Deer Creek","Upper",4.08
2007-11-24,2007,11,24,"Deer Creek","Upper",3.93
2007-11-25,2007,11,25,"Deer Creek","Upper",3.96
2007-11-26,2007,11,26,"Deer Creek","Upper",4.08
2007-11-27,2007,11,27,"Deer Creek","Upper",4.17
2007-11-28,2007,11,28,"Deer Creek","Upper",4.03
2007-11-29,2007,11,29,"Deer Creek","Upper",3.74
2007-11-30,2007,11,30,"Deer Creek","Upper",3.27
2007-12-01,2007,12,1,"Deer Creek","Upper",3
2007-12-02,2007,12,2,"Deer Creek","Upper",3.33
2007-12-03,2007,12,3,"Deer Creek","Upper",4.17
2007-12-04,2007,12,4,"Deer Creek","Upper",4.84
2007-12-05,2007,12,5,"Deer Creek","Upper",5.07
2007-12-06,2007,12,6,"Deer Creek","Upper",5.04
2007-12-07,2007,12,7,"Deer Creek","Upper",4.62
2007-12-08,2007,12,8,"Deer Creek","Upper",3.85
2007-12-09,2007,12,9,"Deer Creek","Upper",3.33
2007-12-10,2007,12,10,"Deer Creek","Upper",3.05
2007-12-11,2007,12,11,"Deer Creek","Upper",2.87
2007-12-12,2007,12,12,"Deer Creek","Upper",2.81
2007-12-13,2007,12,13,"Deer Creek","Upper",2.73
2007-12-14,2007,12,14,"Deer Creek","Upper",2.73
2007-12-15,2007,12,15,"Deer Creek","Upper",3.01
2007-12-16,2007,12,16,"Deer Creek","Upper",3.45
2007-12-17,2007,12,17,"Deer Creek","Upper",3.83
2007-12-18,2007,12,18,"Deer Creek","Upper",4.09
2007-12-19,2007,12,19,"Deer Creek","Upper",4.23
2007-12-20,2007,12,20,"Deer Creek","Upper",3.87
2007-12-21,2007,12,21,"Deer Creek","Upper",3.08
2007-12-22,2007,12,22,"Deer Creek","Upper",2.86
2007-12-23,2007,12,23,"Deer Creek","Upper",3.31
2007-12-24,2007,12,24,"Deer Creek","Upper",3.3
2007-12-25,2007,12,25,"Deer Creek","Upper",2.93
2007-12-26,2007,12,26,"Deer Creek","Upper",2.55
2007-12-27,2007,12,27,"Deer Creek","Upper",2.27
2007-12-28,2007,12,28,"Deer Creek","Upper",2.32
2007-12-29,2007,12,29,"Deer Creek","Upper",2.51
2007-12-30,2007,12,30,"Deer Creek","Upper",2.63
2007-12-31,2007,12,31,"Deer Creek","Upper",2.53
2008-01-01,2008,1,1,"Deer Creek","Upper",2.54
2008-01-02,2008,1,2,"Deer Creek","Upper",2.64
2008-01-03,2008,1,3,"Deer Creek","Upper",3.13
2008-01-04,2008,1,4,"Deer Creek","Upper",3.74
2008-01-05,2008,1,5,"Deer Creek","Upper",3.68
2008-01-06,2008,1,6,"Deer Creek","Upper",3.39
2008-01-07,2008,1,7,"Deer Creek","Upper",3.39
2008-01-08,2008,1,8,"Deer Creek","Upper",3.42
2008-01-09,2008,1,9,"Deer Creek","Upper",3.53
2008-01-10,2008,1,10,"Deer Creek","Upper",3.84
