"Date","Temp","Year","Month","Day","Tributary","Reach","Area"
2006-08-02,15.72,2006,8,2,"Mill Creek","Ranch","Lower"
2006-08-03,15.99,2006,8,3,"Mill Creek","Ranch","Lower"
2006-08-04,16.19,2006,8,4,"Mill Creek","Ranch","Lower"
2006-08-05,16.41,2006,8,5,"Mill Creek","Ranch","Lower"
2006-08-06,16.54,2006,8,6,"Mill Creek","Ranch","Lower"
2006-08-07,16.39,2006,8,7,"Mill Creek","Ranch","Lower"
2006-08-08,16.41,2006,8,8,"Mill Creek","Ranch","Lower"
2006-08-09,16.65,2006,8,9,"Mill Creek","Ranch","Lower"
2006-08-10,16.7,2006,8,10,"Mill Creek","Ranch","Lower"
2006-08-11,16.53,2006,8,11,"Mill Creek","Ranch","Lower"
2006-08-12,16.36,2006,8,12,"Mill Creek","Ranch","Lower"
2006-08-13,16.36,2006,8,13,"Mill Creek","Ranch","Lower"
2006-08-14,16.32,2006,8,14,"Mill Creek","Ranch","Lower"
2006-08-15,16.13,2006,8,15,"Mill Creek","Ranch","Lower"
2006-08-16,15.92,2006,8,16,"Mill Creek","Ranch","Lower"
2006-08-17,15.81,2006,8,17,"Mill Creek","Ranch","Lower"
2006-08-18,15.94,2006,8,18,"Mill Creek","Ranch","Lower"
2006-08-19,16.08,2006,8,19,"Mill Creek","Ranch","Lower"
2006-08-20,16.1,2006,8,20,"Mill Creek","Ranch","Lower"
2006-08-21,16.12,2006,8,21,"Mill Creek","Ranch","Lower"
2006-08-22,16.08,2006,8,22,"Mill Creek","Ranch","Lower"
2006-08-23,15.85,2006,8,23,"Mill Creek","Ranch","Lower"
2006-08-24,15.81,2006,8,24,"Mill Creek","Ranch","Lower"
2006-08-25,16.06,2006,8,25,"Mill Creek","Ranch","Lower"
2006-08-26,16.36,2006,8,26,"Mill Creek","Ranch","Lower"
2006-08-27,16.59,2006,8,27,"Mill Creek","Ranch","Lower"
2006-08-28,16.59,2006,8,28,"Mill Creek","Ranch","Lower"
2006-08-29,16.49,2006,8,29,"Mill Creek","Ranch","Lower"
2006-08-30,16.26,2006,8,30,"Mill Creek","Ranch","Lower"
2006-08-31,16.13,2006,8,31,"Mill Creek","Ranch","Lower"
2006-09-01,16.18,2006,9,1,"Mill Creek","Ranch","Lower"
2006-09-02,16.22,2006,9,2,"Mill Creek","Ranch","Lower"
2006-09-03,16.27,2006,9,3,"Mill Creek","Ranch","Lower"
2006-09-04,16.34,2006,9,4,"Mill Creek","Ranch","Lower"
2006-09-05,16.43,2006,9,5,"Mill Creek","Ranch","Lower"
2006-09-06,16.46,2006,9,6,"Mill Creek","Ranch","Lower"
2006-09-07,16.37,2006,9,7,"Mill Creek","Ranch","Lower"
2006-09-08,15.96,2006,9,8,"Mill Creek","Ranch","Lower"
2006-09-09,15.73,2006,9,9,"Mill Creek","Ranch","Lower"
2006-09-10,16.01,2006,9,10,"Mill Creek","Ranch","Lower"
2006-09-11,16.39,2006,9,11,"Mill Creek","Ranch","Lower"
2006-09-12,16.71,2006,9,12,"Mill Creek","Ranch","Lower"
2006-09-13,16.55,2006,9,13,"Mill Creek","Ranch","Lower"
2006-09-14,15.68,2006,9,14,"Mill Creek","Ranch","Lower"
2006-09-15,14.64,2006,9,15,"Mill Creek","Ranch","Lower"
2006-09-16,14.21,2006,9,16,"Mill Creek","Ranch","Lower"
2006-09-17,14.38,2006,9,17,"Mill Creek","Ranch","Lower"
2006-09-18,14.58,2006,9,18,"Mill Creek","Ranch","Lower"
2006-09-19,14.35,2006,9,19,"Mill Creek","Ranch","Lower"
2006-09-20,14.24,2006,9,20,"Mill Creek","Ranch","Lower"
2006-09-21,13.98,2006,9,21,"Mill Creek","Ranch","Lower"
2006-09-22,13.6,2006,9,22,"Mill Creek","Ranch","Lower"
2006-09-23,13.72,2006,9,23,"Mill Creek","Ranch","Lower"
2006-09-24,13.78,2006,9,24,"Mill Creek","Ranch","Lower"
2006-09-25,13.83,2006,9,25,"Mill Creek","Ranch","Lower"
2006-09-26,13.88,2006,9,26,"Mill Creek","Ranch","Lower"
2006-09-27,14.04,2006,9,27,"Mill Creek","Ranch","Lower"
2006-09-28,14.23,2006,9,28,"Mill Creek","Ranch","Lower"
2006-09-29,14.18,2006,9,29,"Mill Creek","Ranch","Lower"
2006-09-30,13.73,2006,9,30,"Mill Creek","Ranch","Lower"
2006-10-01,13.25,2006,10,1,"Mill Creek","Ranch","Lower"
2006-10-02,13.19,2006,10,2,"Mill Creek","Ranch","Lower"
2006-10-03,13.07,2006,10,3,"Mill Creek","Ranch","Lower"
2006-10-04,12.62,2006,10,4,"Mill Creek","Ranch","Lower"
2006-10-05,12.32,2006,10,5,"Mill Creek","Ranch","Lower"
2006-10-06,12.42,2006,10,6,"Mill Creek","Ranch","Lower"
2006-10-07,12.54,2006,10,7,"Mill Creek","Ranch","Lower"
2006-10-08,12.55,2006,10,8,"Mill Creek","Ranch","Lower"
2006-10-09,12.37,2006,10,9,"Mill Creek","Ranch","Lower"
2006-10-10,12.1,2006,10,10,"Mill Creek","Ranch","Lower"
2006-10-11,12.09,2006,10,11,"Mill Creek","Ranch","Lower"
2006-10-12,12.11,2006,10,12,"Mill Creek","Ranch","Lower"
2006-10-13,12.04,2006,10,13,"Mill Creek","Ranch","Lower"
2006-10-14,12.05,2006,10,14,"Mill Creek","Ranch","Lower"
2006-10-15,12.06,2006,10,15,"Mill Creek","Ranch","Lower"
2006-10-16,11.64,2006,10,16,"Mill Creek","Ranch","Lower"
2006-10-17,10.96,2006,10,17,"Mill Creek","Ranch","Lower"
2006-10-18,10.7,2006,10,18,"Mill Creek","Ranch","Lower"
2006-10-19,10.95,2006,10,19,"Mill Creek","Ranch","Lower"
2006-10-20,11.01,2006,10,20,"Mill Creek","Ranch","Lower"
2006-10-21,10.8,2006,10,21,"Mill Creek","Ranch","Lower"
2006-10-22,10.73,2006,10,22,"Mill Creek","Ranch","Lower"
2006-10-23,10.69,2006,10,23,"Mill Creek","Ranch","Lower"
2006-10-24,10.27,2006,10,24,"Mill Creek","Ranch","Lower"
2006-10-25,9.57,2006,10,25,"Mill Creek","Ranch","Lower"
2006-10-26,8.96,2006,10,26,"Mill Creek","Ranch","Lower"
2006-10-27,8.59,2006,10,27,"Mill Creek","Ranch","Lower"
2006-10-28,8.42,2006,10,28,"Mill Creek","Ranch","Lower"
2006-10-29,8.27,2006,10,29,"Mill Creek","Ranch","Lower"
2006-10-30,8.25,2006,10,30,"Mill Creek","Ranch","Lower"
2006-10-31,8.2,2006,10,31,"Mill Creek","Ranch","Lower"
2006-11-01,8.26,2006,11,1,"Mill Creek","Ranch","Lower"
2006-11-02,8.66,2006,11,2,"Mill Creek","Ranch","Lower"
2006-11-03,9.1,2006,11,3,"Mill Creek","Ranch","Lower"
2006-11-04,9.33,2006,11,4,"Mill Creek","Ranch","Lower"
2006-11-05,9.53,2006,11,5,"Mill Creek","Ranch","Lower"
2006-11-06,9.9,2006,11,6,"Mill Creek","Ranch","Lower"
2006-11-07,10.24,2006,11,7,"Mill Creek","Ranch","Lower"
2006-11-08,9.83,2006,11,8,"Mill Creek","Ranch","Lower"
2006-11-09,8.58,2006,11,9,"Mill Creek","Ranch","Lower"
2006-11-10,7.86,2006,11,10,"Mill Creek","Ranch","Lower"
2006-11-11,7.49,2006,11,11,"Mill Creek","Ranch","Lower"
2006-11-12,7.15,2006,11,12,"Mill Creek","Ranch","Lower"
2006-11-13,7.4,2006,11,13,"Mill Creek","Ranch","Lower"
2006-11-14,7.66,2006,11,14,"Mill Creek","Ranch","Lower"
2006-11-15,8.02,2006,11,15,"Mill Creek","Ranch","Lower"
2006-11-16,8.67,2006,11,16,"Mill Creek","Ranch","Lower"
2006-11-17,9.13,2006,11,17,"Mill Creek","Ranch","Lower"
2006-11-18,9.15,2006,11,18,"Mill Creek","Ranch","Lower"
2006-11-19,8.89,2006,11,19,"Mill Creek","Ranch","Lower"
2006-11-20,8.98,2006,11,20,"Mill Creek","Ranch","Lower"
2006-11-21,9.12,2006,11,21,"Mill Creek","Ranch","Lower"
2006-11-22,8.58,2006,11,22,"Mill Creek","Ranch","Lower"
2006-11-23,7.26,2006,11,23,"Mill Creek","Ranch","Lower"
2006-11-24,6.06,2006,11,24,"Mill Creek","Ranch","Lower"
2006-11-25,5.76,2006,11,25,"Mill Creek","Ranch","Lower"
2006-11-26,6.13,2006,11,26,"Mill Creek","Ranch","Lower"
2006-11-27,6,2006,11,27,"Mill Creek","Ranch","Lower"
2006-11-28,5.09,2006,11,28,"Mill Creek","Ranch","Lower"
2006-11-29,4.54,2006,11,29,"Mill Creek","Ranch","Lower"
2006-11-30,4.61,2006,11,30,"Mill Creek","Ranch","Lower"
2006-12-01,4.86,2006,12,1,"Mill Creek","Ranch","Lower"
2006-12-02,5.12,2006,12,2,"Mill Creek","Ranch","Lower"
2006-12-03,5.23,2006,12,3,"Mill Creek","Ranch","Lower"
2006-12-04,5.26,2006,12,4,"Mill Creek","Ranch","Lower"
2006-12-05,5.4,2006,12,5,"Mill Creek","Ranch","Lower"
2006-12-06,5.48,2006,12,6,"Mill Creek","Ranch","Lower"
2006-12-07,5.62,2006,12,7,"Mill Creek","Ranch","Lower"
2006-12-08,6.53,2006,12,8,"Mill Creek","Ranch","Lower"
2006-12-09,7.29,2006,12,9,"Mill Creek","Ranch","Lower"
2006-12-10,7.08,2006,12,10,"Mill Creek","Ranch","Lower"
2006-12-11,7.03,2006,12,11,"Mill Creek","Ranch","Lower"
2006-12-12,7.5,2006,12,12,"Mill Creek","Ranch","Lower"
2006-12-13,8.01,2006,12,13,"Mill Creek","Ranch","Lower"
2006-12-14,7.95,2006,12,14,"Mill Creek","Ranch","Lower"
2006-12-15,6.58,2006,12,15,"Mill Creek","Ranch","Lower"
2006-12-16,5.03,2006,12,16,"Mill Creek","Ranch","Lower"
2006-12-17,4.38,2006,12,17,"Mill Creek","Ranch","Lower"
2006-12-18,3.96,2006,12,18,"Mill Creek","Ranch","Lower"
2006-12-19,3.88,2006,12,19,"Mill Creek","Ranch","Lower"
2006-12-20,4.34,2006,12,20,"Mill Creek","Ranch","Lower"
2006-12-21,4.93,2006,12,21,"Mill Creek","Ranch","Lower"
2006-12-22,5.29,2006,12,22,"Mill Creek","Ranch","Lower"
2006-12-23,5.56,2006,12,23,"Mill Creek","Ranch","Lower"
2006-12-24,5.91,2006,12,24,"Mill Creek","Ranch","Lower"
2006-12-25,6.32,2006,12,25,"Mill Creek","Ranch","Lower"
2006-12-26,6.6,2006,12,26,"Mill Creek","Ranch","Lower"
2006-12-27,5.88,2006,12,27,"Mill Creek","Ranch","Lower"
2006-12-28,4.75,2006,12,28,"Mill Creek","Ranch","Lower"
2006-12-29,4.55,2006,12,29,"Mill Creek","Ranch","Lower"
2006-12-30,4.91,2006,12,30,"Mill Creek","Ranch","Lower"
2006-12-31,5.29,2006,12,31,"Mill Creek","Ranch","Lower"
2007-01-01,5.5,2007,1,1,"Mill Creek","Ranch","Lower"
2007-01-02,5.83,2007,1,2,"Mill Creek","Ranch","Lower"
2007-01-03,6.5,2007,1,3,"Mill Creek","Ranch","Lower"
2007-01-04,5.97,2007,1,4,"Mill Creek","Ranch","Lower"
2007-01-05,4.57,2007,1,5,"Mill Creek","Ranch","Lower"
2007-01-06,4.33,2007,1,6,"Mill Creek","Ranch","Lower"
2007-01-07,4.91,2007,1,7,"Mill Creek","Ranch","Lower"
2007-01-08,5.64,2007,1,8,"Mill Creek","Ranch","Lower"
2007-01-09,6,2007,1,9,"Mill Creek","Ranch","Lower"
2007-01-10,5.46,2007,1,10,"Mill Creek","Ranch","Lower"
2007-01-11,4.12,2007,1,11,"Mill Creek","Ranch","Lower"
2007-01-12,2.91,2007,1,12,"Mill Creek","Ranch","Lower"
2007-01-13,2.38,2007,1,13,"Mill Creek","Ranch","Lower"
2007-01-14,2.52,2007,1,14,"Mill Creek","Ranch","Lower"
2007-01-15,2.91,2007,1,15,"Mill Creek","Ranch","Lower"
2007-01-16,3.45,2007,1,16,"Mill Creek","Ranch","Lower"
2007-01-17,3.93,2007,1,17,"Mill Creek","Ranch","Lower"
2007-01-18,4.35,2007,1,18,"Mill Creek","Ranch","Lower"
2007-01-19,4.82,2007,1,19,"Mill Creek","Ranch","Lower"
2007-01-20,4.89,2007,1,20,"Mill Creek","Ranch","Lower"
2007-01-21,4.6,2007,1,21,"Mill Creek","Ranch","Lower"
2007-01-22,4.46,2007,1,22,"Mill Creek","Ranch","Lower"
2007-01-23,4.48,2007,1,23,"Mill Creek","Ranch","Lower"
2007-01-24,4.59,2007,1,24,"Mill Creek","Ranch","Lower"
2007-01-25,4.83,2007,1,25,"Mill Creek","Ranch","Lower"
2007-01-26,5.14,2007,1,26,"Mill Creek","Ranch","Lower"
2007-01-27,5.41,2007,1,27,"Mill Creek","Ranch","Lower"
2007-01-28,5.54,2007,1,28,"Mill Creek","Ranch","Lower"
2007-01-29,5.65,2007,1,29,"Mill Creek","Ranch","Lower"
2007-01-30,5.68,2007,1,30,"Mill Creek","Ranch","Lower"
2007-01-31,5.55,2007,1,31,"Mill Creek","Ranch","Lower"
2007-02-01,5.35,2007,2,1,"Mill Creek","Ranch","Lower"
2007-02-02,5.24,2007,2,2,"Mill Creek","Ranch","Lower"
2007-02-03,5.46,2007,2,3,"Mill Creek","Ranch","Lower"
2007-02-04,6.02,2007,2,4,"Mill Creek","Ranch","Lower"
2007-02-05,6.67,2007,2,5,"Mill Creek","Ranch","Lower"
2007-02-06,7.26,2007,2,6,"Mill Creek","Ranch","Lower"
2007-02-07,7.56,2007,2,7,"Mill Creek","Ranch","Lower"
2007-02-08,7.6,2007,2,8,"Mill Creek","Ranch","Lower"
2007-02-09,7.85,2007,2,9,"Mill Creek","Ranch","Lower"
2007-02-10,7.7,2007,2,10,"Mill Creek","Ranch","Lower"
2007-02-11,7.01,2007,2,11,"Mill Creek","Ranch","Lower"
2007-02-12,6.85,2007,2,12,"Mill Creek","Ranch","Lower"
2007-02-13,6.85,2007,2,13,"Mill Creek","Ranch","Lower"
2007-02-14,6.77,2007,2,14,"Mill Creek","Ranch","Lower"
2007-02-15,7.27,2007,2,15,"Mill Creek","Ranch","Lower"
2007-02-16,7.81,2007,2,16,"Mill Creek","Ranch","Lower"
2007-02-17,8.02,2007,2,17,"Mill Creek","Ranch","Lower"
2007-02-18,7.59,2007,2,18,"Mill Creek","Ranch","Lower"
2007-02-19,6.78,2007,2,19,"Mill Creek","Ranch","Lower"
2007-02-20,6.72,2007,2,20,"Mill Creek","Ranch","Lower"
2007-02-21,6.97,2007,2,21,"Mill Creek","Ranch","Lower"
2007-02-22,6.57,2007,2,22,"Mill Creek","Ranch","Lower"
2007-02-23,6.14,2007,2,23,"Mill Creek","Ranch","Lower"
2007-02-24,6.34,2007,2,24,"Mill Creek","Ranch","Lower"
2007-02-25,6.39,2007,2,25,"Mill Creek","Ranch","Lower"
2007-02-26,5.91,2007,2,26,"Mill Creek","Ranch","Lower"
2007-02-27,5.56,2007,2,27,"Mill Creek","Ranch","Lower"
2007-02-28,5.6,2007,2,28,"Mill Creek","Ranch","Lower"
2007-03-01,5.91,2007,3,1,"Mill Creek","Ranch","Lower"
2007-03-02,6.62,2007,3,2,"Mill Creek","Ranch","Lower"
2007-03-03,7.32,2007,3,3,"Mill Creek","Ranch","Lower"
2007-03-04,7.7,2007,3,4,"Mill Creek","Ranch","Lower"
2007-03-05,7.9,2007,3,5,"Mill Creek","Ranch","Lower"
2007-03-06,7.97,2007,3,6,"Mill Creek","Ranch","Lower"
2007-03-07,8.03,2007,3,7,"Mill Creek","Ranch","Lower"
2007-03-08,8.12,2007,3,8,"Mill Creek","Ranch","Lower"
2007-03-09,8.23,2007,3,9,"Mill Creek","Ranch","Lower"
2007-03-10,8.54,2007,3,10,"Mill Creek","Ranch","Lower"
2007-03-11,9.1,2007,3,11,"Mill Creek","Ranch","Lower"
2007-03-12,9.42,2007,3,12,"Mill Creek","Ranch","Lower"
2007-03-13,9.49,2007,3,13,"Mill Creek","Ranch","Lower"
2007-03-14,9.38,2007,3,14,"Mill Creek","Ranch","Lower"
2007-03-15,9.27,2007,3,15,"Mill Creek","Ranch","Lower"
2007-03-16,9.46,2007,3,16,"Mill Creek","Ranch","Lower"
2007-03-17,9.72,2007,3,17,"Mill Creek","Ranch","Lower"
2007-03-18,9.75,2007,3,18,"Mill Creek","Ranch","Lower"
2007-03-19,9.74,2007,3,19,"Mill Creek","Ranch","Lower"
2007-03-20,9.29,2007,3,20,"Mill Creek","Ranch","Lower"
2007-03-21,8.69,2007,3,21,"Mill Creek","Ranch","Lower"
2007-03-22,8.95,2007,3,22,"Mill Creek","Ranch","Lower"
2007-03-23,9.69,2007,3,23,"Mill Creek","Ranch","Lower"
2007-03-24,10.28,2007,3,24,"Mill Creek","Ranch","Lower"
2007-03-25,10.2,2007,3,25,"Mill Creek","Ranch","Lower"
2007-03-26,9.13,2007,3,26,"Mill Creek","Ranch","Lower"
2007-03-27,8.09,2007,3,27,"Mill Creek","Ranch","Lower"
2007-03-28,8.13,2007,3,28,"Mill Creek","Ranch","Lower"
2007-03-29,8.9,2007,3,29,"Mill Creek","Ranch","Lower"
2007-03-30,9.77,2007,3,30,"Mill Creek","Ranch","Lower"
2007-03-31,10.3,2007,3,31,"Mill Creek","Ranch","Lower"
2007-04-01,10.41,2007,4,1,"Mill Creek","Ranch","Lower"
2007-04-02,10.31,2007,4,2,"Mill Creek","Ranch","Lower"
2007-04-03,10.46,2007,4,3,"Mill Creek","Ranch","Lower"
2007-04-04,10.82,2007,4,4,"Mill Creek","Ranch","Lower"
2007-04-05,11.35,2007,4,5,"Mill Creek","Ranch","Lower"
2007-04-06,11.95,2007,4,6,"Mill Creek","Ranch","Lower"
2007-04-07,11.99,2007,4,7,"Mill Creek","Ranch","Lower"
2007-04-08,11.64,2007,4,8,"Mill Creek","Ranch","Lower"
2007-04-09,11.09,2007,4,9,"Mill Creek","Ranch","Lower"
2007-04-10,10.52,2007,4,10,"Mill Creek","Ranch","Lower"
2007-04-11,9.99,2007,4,11,"Mill Creek","Ranch","Lower"
2007-04-12,9.77,2007,4,12,"Mill Creek","Ranch","Lower"
2007-04-13,10,2007,4,13,"Mill Creek","Ranch","Lower"
2007-04-14,9.97,2007,4,14,"Mill Creek","Ranch","Lower"
2007-04-15,10.18,2007,4,15,"Mill Creek","Ranch","Lower"
2007-04-16,10.58,2007,4,16,"Mill Creek","Ranch","Lower"
2007-04-17,10.39,2007,4,17,"Mill Creek","Ranch","Lower"
2007-04-18,9.69,2007,4,18,"Mill Creek","Ranch","Lower"
2007-04-19,9.4,2007,4,19,"Mill Creek","Ranch","Lower"
2007-04-20,9.47,2007,4,20,"Mill Creek","Ranch","Lower"
2007-04-21,9.61,2007,4,21,"Mill Creek","Ranch","Lower"
2007-04-22,10.01,2007,4,22,"Mill Creek","Ranch","Lower"
2007-04-23,10.74,2007,4,23,"Mill Creek","Ranch","Lower"
2007-04-24,11.57,2007,4,24,"Mill Creek","Ranch","Lower"
2007-04-25,11.89,2007,4,25,"Mill Creek","Ranch","Lower"
2007-04-26,12.35,2007,4,26,"Mill Creek","Ranch","Lower"
2007-04-27,13.17,2007,4,27,"Mill Creek","Ranch","Lower"
2007-04-28,13.56,2007,4,28,"Mill Creek","Ranch","Lower"
2007-04-29,13.47,2007,4,29,"Mill Creek","Ranch","Lower"
2007-04-30,12.97,2007,4,30,"Mill Creek","Ranch","Lower"
2007-05-01,12.27,2007,5,1,"Mill Creek","Ranch","Lower"
2007-05-02,11.2,2007,5,2,"Mill Creek","Ranch","Lower"
2007-05-03,10.55,2007,5,3,"Mill Creek","Ranch","Lower"
2007-05-04,10.82,2007,5,4,"Mill Creek","Ranch","Lower"
2007-05-05,11.52,2007,5,5,"Mill Creek","Ranch","Lower"
2007-05-06,12.82,2007,5,6,"Mill Creek","Ranch","Lower"
2007-05-07,14,2007,5,7,"Mill Creek","Ranch","Lower"
2007-05-08,14.47,2007,5,8,"Mill Creek","Ranch","Lower"
2007-05-09,14.37,2007,5,9,"Mill Creek","Ranch","Lower"
2007-05-10,14.06,2007,5,10,"Mill Creek","Ranch","Lower"
2007-05-11,13.73,2007,5,11,"Mill Creek","Ranch","Lower"
2007-05-12,13.58,2007,5,12,"Mill Creek","Ranch","Lower"
2007-05-13,13.75,2007,5,13,"Mill Creek","Ranch","Lower"
2007-05-14,14.23,2007,5,14,"Mill Creek","Ranch","Lower"
2007-05-15,14.74,2007,5,15,"Mill Creek","Ranch","Lower"
2007-05-16,14.99,2007,5,16,"Mill Creek","Ranch","Lower"
2007-05-17,14.94,2007,5,17,"Mill Creek","Ranch","Lower"
2007-05-18,14.85,2007,5,18,"Mill Creek","Ranch","Lower"
2007-05-19,14.83,2007,5,19,"Mill Creek","Ranch","Lower"
2007-05-20,14.58,2007,5,20,"Mill Creek","Ranch","Lower"
2007-05-21,14.14,2007,5,21,"Mill Creek","Ranch","Lower"
2007-05-22,14.08,2007,5,22,"Mill Creek","Ranch","Lower"
2007-05-23,14.57,2007,5,23,"Mill Creek","Ranch","Lower"
2007-05-24,15.15,2007,5,24,"Mill Creek","Ranch","Lower"
2007-05-25,15.67,2007,5,25,"Mill Creek","Ranch","Lower"
2007-05-26,16.09,2007,5,26,"Mill Creek","Ranch","Lower"
2007-05-27,16.27,2007,5,27,"Mill Creek","Ranch","Lower"
2007-05-28,16.32,2007,5,28,"Mill Creek","Ranch","Lower"
2007-05-29,16.48,2007,5,29,"Mill Creek","Ranch","Lower"
2007-05-30,16.75,2007,5,30,"Mill Creek","Ranch","Lower"
2007-05-31,17,2007,5,31,"Mill Creek","Ranch","Lower"
2007-06-01,17.11,2007,6,1,"Mill Creek","Ranch","Lower"
2007-06-02,17.03,2007,6,2,"Mill Creek","Ranch","Lower"
2007-06-03,16.67,2007,6,3,"Mill Creek","Ranch","Lower"
2007-06-04,15.8,2007,6,4,"Mill Creek","Ranch","Lower"
2007-06-05,14.71,2007,6,5,"Mill Creek","Ranch","Lower"
2007-06-06,14.2,2007,6,6,"Mill Creek","Ranch","Lower"
2007-06-07,14.48,2007,6,7,"Mill Creek","Ranch","Lower"
2007-06-08,15.01,2007,6,8,"Mill Creek","Ranch","Lower"
2007-06-09,15.75,2007,6,9,"Mill Creek","Ranch","Lower"
2007-06-10,16.28,2007,6,10,"Mill Creek","Ranch","Lower"
2007-06-11,16.48,2007,6,11,"Mill Creek","Ranch","Lower"
2007-06-12,16.95,2007,6,12,"Mill Creek","Ranch","Lower"
2007-06-13,17.51,2007,6,13,"Mill Creek","Ranch","Lower"
2007-06-14,17.9,2007,6,14,"Mill Creek","Ranch","Lower"
2007-06-15,17.98,2007,6,15,"Mill Creek","Ranch","Lower"
2007-06-16,17.54,2007,6,16,"Mill Creek","Ranch","Lower"
2007-06-17,17.21,2007,6,17,"Mill Creek","Ranch","Lower"
2007-06-18,17.45,2007,6,18,"Mill Creek","Ranch","Lower"
2007-06-19,17.58,2007,6,19,"Mill Creek","Ranch","Lower"
2007-06-20,17.56,2007,6,20,"Mill Creek","Ranch","Lower"
2007-06-21,17.72,2007,6,21,"Mill Creek","Ranch","Lower"
2007-06-22,17.74,2007,6,22,"Mill Creek","Ranch","Lower"
2007-06-23,17.41,2007,6,23,"Mill Creek","Ranch","Lower"
2007-06-24,17.13,2007,6,24,"Mill Creek","Ranch","Lower"
2007-06-25,17.28,2007,6,25,"Mill Creek","Ranch","Lower"
2007-06-26,17.67,2007,6,26,"Mill Creek","Ranch","Lower"
2007-06-27,17.79,2007,6,27,"Mill Creek","Ranch","Lower"
2007-06-28,17.78,2007,6,28,"Mill Creek","Ranch","Lower"
2007-06-29,17.78,2007,6,29,"Mill Creek","Ranch","Lower"
2007-06-30,17.69,2007,6,30,"Mill Creek","Ranch","Lower"
2007-07-01,17.66,2007,7,1,"Mill Creek","Ranch","Lower"
2007-07-02,17.66,2007,7,2,"Mill Creek","Ranch","Lower"
2007-07-03,18.04,2007,7,3,"Mill Creek","Ranch","Lower"
2007-07-04,18.69,2007,7,4,"Mill Creek","Ranch","Lower"
2007-07-05,19.22,2007,7,5,"Mill Creek","Ranch","Lower"
2007-07-06,19.38,2007,7,6,"Mill Creek","Ranch","Lower"
2007-07-07,19.24,2007,7,7,"Mill Creek","Ranch","Lower"
2007-07-08,19.25,2007,7,8,"Mill Creek","Ranch","Lower"
2007-07-09,19.19,2007,7,9,"Mill Creek","Ranch","Lower"
2007-07-10,18.71,2007,7,10,"Mill Creek","Ranch","Lower"
2007-07-11,17.98,2007,7,11,"Mill Creek","Ranch","Lower"
2007-07-12,17.67,2007,7,12,"Mill Creek","Ranch","Lower"
2007-07-13,17.75,2007,7,13,"Mill Creek","Ranch","Lower"
2007-07-14,17.85,2007,7,14,"Mill Creek","Ranch","Lower"
2007-07-15,18.04,2007,7,15,"Mill Creek","Ranch","Lower"
2007-07-16,17.83,2007,7,16,"Mill Creek","Ranch","Lower"
2007-07-17,17.55,2007,7,17,"Mill Creek","Ranch","Lower"
2007-07-18,17.32,2007,7,18,"Mill Creek","Ranch","Lower"
2007-07-19,17.26,2007,7,19,"Mill Creek","Ranch","Lower"
2007-07-20,17.56,2007,7,20,"Mill Creek","Ranch","Lower"
2007-07-21,17.8,2007,7,21,"Mill Creek","Ranch","Lower"
2007-07-22,18.17,2007,7,22,"Mill Creek","Ranch","Lower"
2007-07-23,18.69,2007,7,23,"Mill Creek","Ranch","Lower"
2007-07-24,18.59,2007,7,24,"Mill Creek","Ranch","Lower"
2007-07-25,17.93,2007,7,25,"Mill Creek","Ranch","Lower"
2007-07-26,17.57,2007,7,26,"Mill Creek","Ranch","Lower"
2007-07-27,17.51,2007,7,27,"Mill Creek","Ranch","Lower"
2007-07-28,17.41,2007,7,28,"Mill Creek","Ranch","Lower"
2007-07-29,17.41,2007,7,29,"Mill Creek","Ranch","Lower"
2007-07-30,17.82,2007,7,30,"Mill Creek","Ranch","Lower"
2007-07-31,18.16,2007,7,31,"Mill Creek","Ranch","Lower"
2007-08-01,18.22,2007,8,1,"Mill Creek","Ranch","Lower"
2007-08-02,18.3,2007,8,2,"Mill Creek","Ranch","Lower"
2007-08-03,18.43,2007,8,3,"Mill Creek","Ranch","Lower"
2007-08-04,18.02,2007,8,4,"Mill Creek","Ranch","Lower"
2007-08-05,17.1,2007,8,5,"Mill Creek","Ranch","Lower"
2007-08-06,16.44,2007,8,6,"Mill Creek","Ranch","Lower"
2007-08-07,16.42,2007,8,7,"Mill Creek","Ranch","Lower"
2007-08-08,16.74,2007,8,8,"Mill Creek","Ranch","Lower"
2007-08-09,16.8,2007,8,9,"Mill Creek","Ranch","Lower"
2007-08-10,16.88,2007,8,10,"Mill Creek","Ranch","Lower"
2007-08-11,16.82,2007,8,11,"Mill Creek","Ranch","Lower"
2007-08-12,16.43,2007,8,12,"Mill Creek","Ranch","Lower"
2007-08-13,16.24,2007,8,13,"Mill Creek","Ranch","Lower"
2007-08-14,16.21,2007,8,14,"Mill Creek","Ranch","Lower"
2007-08-15,16.37,2007,8,15,"Mill Creek","Ranch","Lower"
2007-08-16,16.44,2007,8,16,"Mill Creek","Ranch","Lower"
2007-08-17,16.42,2007,8,17,"Mill Creek","Ranch","Lower"
2007-08-18,16.43,2007,8,18,"Mill Creek","Ranch","Lower"
2007-08-19,16.54,2007,8,19,"Mill Creek","Ranch","Lower"
2007-08-20,16.99,2007,8,20,"Mill Creek","Ranch","Lower"
2007-08-21,17.63,2007,8,21,"Mill Creek","Ranch","Lower"
2007-08-22,17.98,2007,8,22,"Mill Creek","Ranch","Lower"
2007-08-23,18.1,2007,8,23,"Mill Creek","Ranch","Lower"
2007-08-24,18.19,2007,8,24,"Mill Creek","Ranch","Lower"
