"Date","Year","Month","Day","Tributary","Area","Temp"
"2006-10-23",2006,10,23,"Butte Creek","Upper",9.735541667
"2006-10-24",2006,10,24,"Butte Creek","Upper",9.557083333
"2006-10-25",2006,10,25,"Butte Creek","Upper",8.617583333
"2006-10-26",2006,10,26,"Butte Creek","Upper",7.842416667
"2006-10-27",2006,10,27,"Butte Creek","Upper",7.798416667
"2006-10-28",2006,10,28,"Butte Creek","Upper",7.867333333
"2006-10-29",2006,10,29,"Butte Creek","Upper",7.77344
"2006-10-30",2006,10,30,"Butte Creek","Upper",7.271416667
"2006-10-31",2006,10,31,"Butte Creek","Upper",6.757956522
"2006-11-01",2006,11,1,"Butte Creek","Upper",6.527958333
"2006-11-02",2006,11,2,"Butte Creek","Upper",7.423625
"2006-11-03",2006,11,3,"Butte Creek","Upper",8.564041667
"2006-11-04",2006,11,4,"Butte Creek","Upper",8.728583333
"2006-11-05",2006,11,5,"Butte Creek","Upper",8.93024
"2006-11-06",2006,11,6,"Butte Creek","Upper",9.461416667
"2006-11-07",2006,11,7,"Butte Creek","Upper",10.09083333
"2006-11-08",2006,11,8,"Butte Creek","Upper",10.33333333
"2006-11-09",2006,11,9,"Butte Creek","Upper",8.781708333
"2006-11-10",2006,11,10,"Butte Creek","Upper",7.144541667
"2006-11-11",2006,11,11,"Butte Creek","Upper",6.977333333
"2006-11-12",2006,11,12,"Butte Creek","Upper",5.957625
"2006-11-13",2006,11,13,"Butte Creek","Upper",6.58175
"2006-11-14",2006,11,14,"Butte Creek","Upper",7.46125
"2006-11-15",2006,11,15,"Butte Creek","Upper",7.332375
"2006-11-16",2006,11,16,"Butte Creek","Upper",7.789375
"2006-11-17",2006,11,17,"Butte Creek","Upper",8.907833333
"2006-11-18",2006,11,18,"Butte Creek","Upper",9.153
"2006-11-19",2006,11,19,"Butte Creek","Upper",8.771
"2006-11-20",2006,11,20,"Butte Creek","Upper",8.683083333
"2006-11-21",2006,11,21,"Butte Creek","Upper",9.023125
"2006-11-22",2006,11,22,"Butte Creek","Upper",8.940541667
"2006-11-23",2006,11,23,"Butte Creek","Upper",7.82175
"2006-11-24",2006,11,24,"Butte Creek","Upper",5.692666667
"2006-11-25",2006,11,25,"Butte Creek","Upper",4.851666667
"2006-11-26",2006,11,26,"Butte Creek","Upper",4.907041667
"2006-11-27",2006,11,27,"Butte Creek","Upper",4.305583333
"2006-11-28",2006,11,28,"Butte Creek","Upper",3.547875
"2006-11-29",2006,11,29,"Butte Creek","Upper",3.400375
"2006-11-30",2006,11,30,"Butte Creek","Upper",3.084416667
"2006-12-01",2006,12,1,"Butte Creek","Upper",3.34275
"2006-12-02",2006,12,2,"Butte Creek","Upper",3.421125
"2006-12-03",2006,12,3,"Butte Creek","Upper",3.521166667
"2006-12-04",2006,12,4,"Butte Creek","Upper",3.732625
"2006-12-05",2006,12,5,"Butte Creek","Upper",4.064541667
"2006-12-06",2006,12,6,"Butte Creek","Upper",4.304041667
"2006-12-07",2006,12,7,"Butte Creek","Upper",4.27475
"2006-12-08",2006,12,8,"Butte Creek","Upper",4.478791667
"2006-12-09",2006,12,9,"Butte Creek","Upper",6.095
"2006-12-10",2006,12,10,"Butte Creek","Upper",6.285125
"2006-12-11",2006,12,11,"Butte Creek","Upper",5.750875
"2006-12-12",2006,12,12,"Butte Creek","Upper",6.751958333
"2006-12-13",2006,12,13,"Butte Creek","Upper",7.849
"2006-12-14",2006,12,14,"Butte Creek","Upper",8.495583333
"2006-12-15",2006,12,15,"Butte Creek","Upper",7.8185
"2006-12-16",2006,12,16,"Butte Creek","Upper",5.317166667
"2006-12-17",2006,12,17,"Butte Creek","Upper",4.412666667
"2006-12-18",2006,12,18,"Butte Creek","Upper",3.255083333
"2006-12-19",2006,12,19,"Butte Creek","Upper",2.660083333
"2006-12-20",2006,12,20,"Butte Creek","Upper",2.774333333
"2006-12-21",2006,12,21,"Butte Creek","Upper",3.589041667
"2006-12-22",2006,12,22,"Butte Creek","Upper",4.117458333
"2006-12-23",2006,12,23,"Butte Creek","Upper",4.205416667
"2006-12-24",2006,12,24,"Butte Creek","Upper",4.823583333
"2006-12-25",2006,12,25,"Butte Creek","Upper",5.513458333
"2006-12-26",2006,12,26,"Butte Creek","Upper",6.147416667
"2006-12-27",2006,12,27,"Butte Creek","Upper",6.513625
"2006-12-28",2006,12,28,"Butte Creek","Upper",4.555208333
"2006-12-29",2006,12,29,"Butte Creek","Upper",3.76475
"2006-12-30",2006,12,30,"Butte Creek","Upper",3.977833333
"2006-12-31",2006,12,31,"Butte Creek","Upper",4.430916667
"2007-01-01",2007,1,1,"Butte Creek","Upper",4.545
"2007-01-02",2007,1,2,"Butte Creek","Upper",4.7135
"2007-01-03",2007,1,3,"Butte Creek","Upper",5.299125
"2007-01-04",2007,1,4,"Butte Creek","Upper",6.319125
"2007-01-05",2007,1,5,"Butte Creek","Upper",4.199458333
"2007-01-06",2007,1,6,"Butte Creek","Upper",3.185958333
"2007-01-07",2007,1,7,"Butte Creek","Upper",3.435583333
"2007-01-08",2007,1,8,"Butte Creek","Upper",4.065291667
"2007-01-09",2007,1,9,"Butte Creek","Upper",4.726541667
"2007-01-10",2007,1,10,"Butte Creek","Upper",4.868083333
"2007-01-11",2007,1,11,"Butte Creek","Upper",3.925291667
"2007-01-12",2007,1,12,"Butte Creek","Upper",2.122291667
"2007-01-13",2007,1,13,"Butte Creek","Upper",1.102666667
"2007-01-14",2007,1,14,"Butte Creek","Upper",0.876666667
"2007-01-15",2007,1,15,"Butte Creek","Upper",1.027166667
"2007-01-16",2007,1,16,"Butte Creek","Upper",1.289791667
"2007-01-17",2007,1,17,"Butte Creek","Upper",1.818375
"2007-01-18",2007,1,18,"Butte Creek","Upper",2.285166667
"2007-01-19",2007,1,19,"Butte Creek","Upper",2.86825
"2007-01-20",2007,1,20,"Butte Creek","Upper",3.273625
"2007-01-21",2007,1,21,"Butte Creek","Upper",2.971458333
"2007-01-22",2007,1,22,"Butte Creek","Upper",2.817125
"2007-01-23",2007,1,23,"Butte Creek","Upper",2.996375
"2007-01-24",2007,1,24,"Butte Creek","Upper",3.361583333
"2007-01-25",2007,1,25,"Butte Creek","Upper",3.684291667
"2007-01-26",2007,1,26,"Butte Creek","Upper",3.811375
"2007-01-27",2007,1,27,"Butte Creek","Upper",4.055791667
"2007-01-28",2007,1,28,"Butte Creek","Upper",4.112333333
"2007-01-29",2007,1,29,"Butte Creek","Upper",4.221166667
"2007-01-30",2007,1,30,"Butte Creek","Upper",4.213791667
"2007-01-31",2007,1,31,"Butte Creek","Upper",4.01875
"2007-02-01",2007,2,1,"Butte Creek","Upper",3.839958333
"2007-02-02",2007,2,2,"Butte Creek","Upper",3.556375
"2007-02-03",2007,2,3,"Butte Creek","Upper",3.68725
"2007-02-04",2007,2,4,"Butte Creek","Upper",4.484125
"2007-02-05",2007,2,5,"Butte Creek","Upper",5.455125
"2007-02-06",2007,2,6,"Butte Creek","Upper",5.919708333
"2007-02-07",2007,2,7,"Butte Creek","Upper",6.438083333
"2007-02-08",2007,2,8,"Butte Creek","Upper",6.68325
"2007-02-09",2007,2,9,"Butte Creek","Upper",8.043916667
"2007-02-10",2007,2,10,"Butte Creek","Upper",8.5765
"2007-02-11",2007,2,11,"Butte Creek","Upper",7.974625
"2007-02-12",2007,2,12,"Butte Creek","Upper",6.922708333
"2007-02-13",2007,2,13,"Butte Creek","Upper",6.717
"2007-02-14",2007,2,14,"Butte Creek","Upper",5.915708333
"2007-02-15",2007,2,15,"Butte Creek","Upper",6.282291667
"2007-02-16",2007,2,16,"Butte Creek","Upper",6.932791667
"2007-02-17",2007,2,17,"Butte Creek","Upper",7.336916667
"2007-02-18",2007,2,18,"Butte Creek","Upper",7.430958333
"2007-02-19",2007,2,19,"Butte Creek","Upper",6.159125
"2007-02-20",2007,2,20,"Butte Creek","Upper",5.423583333
"2007-02-21",2007,2,21,"Butte Creek","Upper",5.9075
"2007-02-22",2007,2,22,"Butte Creek","Upper",5.256791667
"2007-02-23",2007,2,23,"Butte Creek","Upper",4.388625
"2007-02-24",2007,2,24,"Butte Creek","Upper",4.628083333
"2007-02-25",2007,2,25,"Butte Creek","Upper",5.324083333
"2007-02-26",2007,2,26,"Butte Creek","Upper",4.9135
"2007-02-27",2007,2,27,"Butte Creek","Upper",4.082291667
"2007-02-28",2007,2,28,"Butte Creek","Upper",3.502833333
"2007-03-01",2007,3,1,"Butte Creek","Upper",4.284333333
"2007-03-02",2007,3,2,"Butte Creek","Upper",4.899666667
"2007-03-03",2007,3,3,"Butte Creek","Upper",5.47125
"2007-03-04",2007,3,4,"Butte Creek","Upper",6.089666667
"2007-03-05",2007,3,5,"Butte Creek","Upper",6.569875
"2007-03-06",2007,3,6,"Butte Creek","Upper",6.671708333
"2007-03-07",2007,3,7,"Butte Creek","Upper",6.842375
"2007-03-08",2007,3,8,"Butte Creek","Upper",7.141125
"2007-03-09",2007,3,9,"Butte Creek","Upper",7.024666667
"2007-03-10",2007,3,10,"Butte Creek","Upper",7.09225
"2007-03-11",2007,3,11,"Butte Creek","Upper",7.658956522
"2007-03-12",2007,3,12,"Butte Creek","Upper",8.225
"2007-03-13",2007,3,13,"Butte Creek","Upper",8.579916667
"2007-03-14",2007,3,14,"Butte Creek","Upper",8.721083333
"2007-03-15",2007,3,15,"Butte Creek","Upper",8.578
"2007-03-16",2007,3,16,"Butte Creek","Upper",8.775458333
"2007-03-17",2007,3,17,"Butte Creek","Upper",8.828666667
"2007-03-18",2007,3,18,"Butte Creek","Upper",8.881041667
"2007-03-19",2007,3,19,"Butte Creek","Upper",8.983625
"2007-03-20",2007,3,20,"Butte Creek","Upper",8.705833333
"2007-03-21",2007,3,21,"Butte Creek","Upper",7.386583333
"2007-03-22",2007,3,22,"Butte Creek","Upper",7.10575
"2007-03-23",2007,3,23,"Butte Creek","Upper",8.151083333
"2007-03-24",2007,3,24,"Butte Creek","Upper",9.162333333
"2007-03-25",2007,3,25,"Butte Creek","Upper",9.475958333
"2007-03-26",2007,3,26,"Butte Creek","Upper",8.729791667
"2007-03-27",2007,3,27,"Butte Creek","Upper",6.377333333
"2007-03-28",2007,3,28,"Butte Creek","Upper",5.68925
"2007-03-29",2007,3,29,"Butte Creek","Upper",6.450458333
"2007-03-30",2007,3,30,"Butte Creek","Upper",7.716916667
"2007-03-31",2007,3,31,"Butte Creek","Upper",8.467583333
"2007-04-01",2007,4,1,"Butte Creek","Upper",9.062916667
"2007-04-02",2007,4,2,"Butte Creek","Upper",8.975458333
"2007-04-03",2007,4,3,"Butte Creek","Upper",8.400666667
"2007-04-04",2007,4,4,"Butte Creek","Upper",8.754
"2007-04-05",2007,4,5,"Butte Creek","Upper",9.157916667
"2007-04-06",2007,4,6,"Butte Creek","Upper",9.988458333
"2007-04-07",2007,4,7,"Butte Creek","Upper",10.69141667
"2007-04-08",2007,4,8,"Butte Creek","Upper",10.039125
"2007-04-09",2007,4,9,"Butte Creek","Upper",9.953
"2007-04-10",2007,4,10,"Butte Creek","Upper",8.786166667
"2007-04-11",2007,4,11,"Butte Creek","Upper",8.305791667
"2007-04-12",2007,4,12,"Butte Creek","Upper",7.409583333
"2007-04-13",2007,4,13,"Butte Creek","Upper",7.78925
"2007-04-14",2007,4,14,"Butte Creek","Upper",8.208291667
"2007-04-15",2007,4,15,"Butte Creek","Upper",7.845625
"2007-04-16",2007,4,16,"Butte Creek","Upper",8.380833333
"2007-04-17",2007,4,17,"Butte Creek","Upper",8.966166667
"2007-04-18",2007,4,18,"Butte Creek","Upper",7.331791667
"2007-04-19",2007,4,19,"Butte Creek","Upper",6.343916667
"2007-04-20",2007,4,20,"Butte Creek","Upper",6.715958333
"2007-04-21",2007,4,21,"Butte Creek","Upper",7.23275
"2007-04-22",2007,4,22,"Butte Creek","Upper",7.001458333
"2007-04-23",2007,4,23,"Butte Creek","Upper",7.596958333
"2007-04-24",2007,4,24,"Butte Creek","Upper",9.523416667
"2007-04-25",2007,4,25,"Butte Creek","Upper",10.3645
"2007-04-26",2007,4,26,"Butte Creek","Upper",10.48241667
"2007-04-27",2007,4,27,"Butte Creek","Upper",11.90441667
"2007-04-28",2007,4,28,"Butte Creek","Upper",12.721
"2007-04-29",2007,4,29,"Butte Creek","Upper",12.87945833
"2007-04-30",2007,4,30,"Butte Creek","Upper",12.544125
"2007-05-01",2007,5,1,"Butte Creek","Upper",11.96866667
"2007-05-02",2007,5,2,"Butte Creek","Upper",10.88316667
"2007-05-03",2007,5,3,"Butte Creek","Upper",8.815
"2007-05-04",2007,5,4,"Butte Creek","Upper",8.558083333
"2007-05-05",2007,5,5,"Butte Creek","Upper",8.898791667
"2007-05-06",2007,5,6,"Butte Creek","Upper",10.277875
"2007-05-07",2007,5,7,"Butte Creek","Upper",12.46145833
"2007-05-08",2007,5,8,"Butte Creek","Upper",13.68995833
"2007-05-09",2007,5,9,"Butte Creek","Upper",13.99283333
"2007-05-10",2007,5,10,"Butte Creek","Upper",13.69370833
"2007-05-11",2007,5,11,"Butte Creek","Upper",13.31729167
"2007-05-12",2007,5,12,"Butte Creek","Upper",12.89166667
"2007-05-13",2007,5,13,"Butte Creek","Upper",12.65470833
"2007-05-14",2007,5,14,"Butte Creek","Upper",13.157625
"2007-05-15",2007,5,15,"Butte Creek","Upper",14.03329167
"2007-05-16",2007,5,16,"Butte Creek","Upper",14.59583333
"2007-05-17",2007,5,17,"Butte Creek","Upper",15.07866667
"2007-05-18",2007,5,18,"Butte Creek","Upper",14.47079167
"2007-05-19",2007,5,19,"Butte Creek","Upper",14.13933333
"2007-05-20",2007,5,20,"Butte Creek","Upper",14.22995833
"2007-05-21",2007,5,21,"Butte Creek","Upper",13.952125
"2007-05-22",2007,5,22,"Butte Creek","Upper",13.3015
"2007-05-23",2007,5,23,"Butte Creek","Upper",13.16204167
"2007-05-24",2007,5,24,"Butte Creek","Upper",13.761125
"2007-05-25",2007,5,25,"Butte Creek","Upper",14.22179167
"2007-05-26",2007,5,26,"Butte Creek","Upper",14.75029167
"2007-05-27",2007,5,27,"Butte Creek","Upper",15.2825
"2007-05-28",2007,5,28,"Butte Creek","Upper",15.31933333
"2007-05-29",2007,5,29,"Butte Creek","Upper",15.28229167
"2007-05-30",2007,5,30,"Butte Creek","Upper",15.89504167
"2007-05-31",2007,5,31,"Butte Creek","Upper",15.57427273
"2007-06-01",2007,6,1,"Butte Creek","Upper",16.21984641
"2007-06-02",2007,6,2,"Butte Creek","Upper",16.45973752
"2007-06-03",2007,6,3,"Butte Creek","Upper",16.33979197
"2007-06-04",2007,6,4,"Butte Creek","Upper",15.86000975
"2007-06-05",2007,6,5,"Butte Creek","Upper",14.48063587
"2007-06-06",2007,6,6,"Butte Creek","Upper",13.22120755
"2007-06-07",2007,6,7,"Butte Creek","Upper",12.71143894
"2007-06-08",2007,6,8,"Butte Creek","Upper",13.19122116
"2007-06-09",2007,6,9,"Butte Creek","Upper",13.79094893
"2007-06-10",2007,6,10,"Butte Creek","Upper",14.75051337
"2007-06-11",2007,6,11,"Butte Creek","Upper",15.35024114
"2007-06-12",2007,6,12,"Butte Creek","Upper",15.29026837
"2007-06-13",2007,6,13,"Butte Creek","Upper",16.15987364
"2007-06-14",2007,6,14,"Butte Creek","Upper",16.93951974
"2007-06-15",2007,6,15,"Butte Creek","Upper",17.68917946
"2007-06-16",2007,6,16,"Butte Creek","Upper",17.80912501
"2007-06-17",2007,6,17,"Butte Creek","Upper",17.32934279
"2007-06-18",2007,6,18,"Butte Creek","Upper",17.02947891
"2007-06-19",2007,6,19,"Butte Creek","Upper",17.35932918
"2007-06-20",2007,6,20,"Butte Creek","Upper",17.2993564
"2007-06-21",2007,6,21,"Butte Creek","Upper",17.0594653
"2007-06-22",2007,6,22,"Butte Creek","Upper",16.93951974
"2007-06-23",2007,6,23,"Butte Creek","Upper",16.96950613
"2007-06-24",2007,6,24,"Butte Creek","Upper",16.54969669
"2007-06-25",2007,6,25,"Butte Creek","Upper",16.36977836
"2007-06-26",2007,6,26,"Butte Creek","Upper",16.63965585
"2007-06-27",2007,6,27,"Butte Creek","Upper",17.0594653
"2007-06-28",2007,6,28,"Butte Creek","Upper",17.17941085
"2007-06-29",2007,6,29,"Butte Creek","Upper",17.68917946
"2007-06-30",2007,6,30,"Butte Creek","Upper",16.93951974
"2007-07-01",2007,7,1,"Butte Creek","Upper",16.63965585
"2007-07-02",2007,7,2,"Butte Creek","Upper",16.57968308
"2007-07-03",2007,7,3,"Butte Creek","Upper",17.0594653
"2007-07-04",2007,7,4,"Butte Creek","Upper",17.41930196
"2007-07-05",2007,7,5,"Butte Creek","Upper",18.73870306
"2007-07-06",2007,7,6,"Butte Creek","Upper",19.48836278
"2007-07-07",2007,7,7,"Butte Creek","Upper",19.1585125
"2007-07-08",2007,7,8,"Butte Creek","Upper",18.67873028
"2007-07-09",2007,7,9,"Butte Creek","Upper",18.79867584
"2007-07-10",2007,7,10,"Butte Creek","Upper",19.28528571
"2007-07-11",2007,7,11,"Butte Creek","Upper",18.260375
"2007-07-12",2007,7,12,"Butte Creek","Upper",17.58633333
"2007-07-13",2007,7,13,"Butte Creek","Upper",17.777625
"2007-07-14",2007,7,14,"Butte Creek","Upper",17.74891667
"2007-07-15",2007,7,15,"Butte Creek","Upper",17.63104167
"2007-07-16",2007,7,16,"Butte Creek","Upper",17.5675
"2007-07-17",2007,7,17,"Butte Creek","Upper",17.30295833
"2007-07-18",2007,7,18,"Butte Creek","Upper",16.78054167
"2007-07-19",2007,7,19,"Butte Creek","Upper",16.196375
"2007-07-20",2007,7,20,"Butte Creek","Upper",16.23016667
"2007-07-21",2007,7,21,"Butte Creek","Upper",16.52391667
"2007-07-22",2007,7,22,"Butte Creek","Upper",17.3255
"2007-07-23",2007,7,23,"Butte Creek","Upper",18.227625
"2007-07-24",2007,7,24,"Butte Creek","Upper",19.15620833
"2007-07-25",2007,7,25,"Butte Creek","Upper",19.39208333
"2007-07-26",2007,7,26,"Butte Creek","Upper",18.61704167
"2007-07-27",2007,7,27,"Butte Creek","Upper",18.13745833
"2007-07-28",2007,7,28,"Butte Creek","Upper",17.67954167
"2007-07-29",2007,7,29,"Butte Creek","Upper",17.45045833
"2007-07-30",2007,7,30,"Butte Creek","Upper",17.57941667
"2007-07-31",2007,7,31,"Butte Creek","Upper",17.63483333
"2007-08-01",2007,8,1,"Butte Creek","Upper",17.974875
"2007-08-02",2007,8,2,"Butte Creek","Upper",18.292125
"2007-08-03",2007,8,3,"Butte Creek","Upper",18.53275
"2007-08-04",2007,8,4,"Butte Creek","Upper",18.291125
"2007-08-05",2007,8,5,"Butte Creek","Upper",17.5755
"2007-08-06",2007,8,6,"Butte Creek","Upper",16.674125
"2007-08-07",2007,8,7,"Butte Creek","Upper",16.330625
"2007-08-08",2007,8,8,"Butte Creek","Upper",16.39991667
"2007-08-09",2007,8,9,"Butte Creek","Upper",16.7305
"2007-08-10",2007,8,10,"Butte Creek","Upper",16.90533333
"2007-08-11",2007,8,11,"Butte Creek","Upper",16.76725
"2007-08-12",2007,8,12,"Butte Creek","Upper",16.31558333
"2007-08-13",2007,8,13,"Butte Creek","Upper",16.06120833
"2007-08-14",2007,8,14,"Butte Creek","Upper",16.19645833
"2007-08-15",2007,8,15,"Butte Creek","Upper",16.26291667
"2007-08-16",2007,8,16,"Butte Creek","Upper",16.22920833
"2007-08-17",2007,8,17,"Butte Creek","Upper",16.020625
"2007-08-18",2007,8,18,"Butte Creek","Upper",15.69958333
"2007-08-19",2007,8,19,"Butte Creek","Upper",15.82104167
"2007-08-20",2007,8,20,"Butte Creek","Upper",16.43870833
"2007-08-21",2007,8,21,"Butte Creek","Upper",17.08370833
"2007-08-22",2007,8,22,"Butte Creek","Upper",17.79154167
"2007-08-23",2007,8,23,"Butte Creek","Upper",18.04820833
"2007-08-24",2007,8,24,"Butte Creek","Upper",17.86383333
"2007-08-25",2007,8,25,"Butte Creek","Upper",18.04233333
"2007-08-26",2007,8,26,"Butte Creek","Upper",17.882875
"2007-08-27",2007,8,27,"Butte Creek","Upper",17.31983333
"2007-08-28",2007,8,28,"Butte Creek","Upper",17.081875
"2007-08-29",2007,8,29,"Butte Creek","Upper",17.29983333
"2007-08-30",2007,8,30,"Butte Creek","Upper",18.05916667
"2007-08-31",2007,8,31,"Butte Creek","Upper",18.75775
"2007-09-01",2007,9,1,"Butte Creek","Upper",18.7755
"2007-09-02",2007,9,2,"Butte Creek","Upper",17.63204167
"2007-09-03",2007,9,3,"Butte Creek","Upper",16.91520833
"2007-09-04",2007,9,4,"Butte Creek","Upper",16.60466667
"2007-09-05",2007,9,5,"Butte Creek","Upper",16.027
"2007-09-06",2007,9,6,"Butte Creek","Upper",16.58091667
"2007-09-07",2007,9,7,"Butte Creek","Upper",16.394125
"2007-09-08",2007,9,8,"Butte Creek","Upper",16.26820833
"2007-09-09",2007,9,9,"Butte Creek","Upper",16.23625
"2007-09-10",2007,9,10,"Butte Creek","Upper",16.35758333
"2007-09-11",2007,9,11,"Butte Creek","Upper",16.40529167
"2007-09-12",2007,9,12,"Butte Creek","Upper",16.40625
"2007-09-13",2007,9,13,"Butte Creek","Upper",15.74166667
"2007-09-14",2007,9,14,"Butte Creek","Upper",14.73020833
"2007-09-15",2007,9,15,"Butte Creek","Upper",14.15533333
"2007-09-16",2007,9,16,"Butte Creek","Upper",13.96745833
"2007-09-17",2007,9,17,"Butte Creek","Upper",14.02145833
"2007-09-18",2007,9,18,"Butte Creek","Upper",13.927375
"2007-09-19",2007,9,19,"Butte Creek","Upper",12.93045833
"2007-09-20",2007,9,20,"Butte Creek","Upper",12.05720833
"2007-09-21",2007,9,21,"Butte Creek","Upper",12.07154167
"2007-09-22",2007,9,22,"Butte Creek","Upper",12.09316667
"2007-09-23",2007,9,23,"Butte Creek","Upper",11.91641667
"2007-09-24",2007,9,24,"Butte Creek","Upper",11.267375
"2007-09-25",2007,9,25,"Butte Creek","Upper",11.168375
"2007-09-26",2007,9,26,"Butte Creek","Upper",11.360875
"2007-09-27",2007,9,27,"Butte Creek","Upper",11.844
"2007-09-28",2007,9,28,"Butte Creek","Upper",11.762625
"2007-09-29",2007,9,29,"Butte Creek","Upper",10.54916667
"2007-09-30",2007,9,30,"Butte Creek","Upper",10.12441667
"2007-10-01",2007,10,1,"Butte Creek","Upper",10.68275
"2007-10-02",2007,10,2,"Butte Creek","Upper",10.83404167
"2007-10-03",2007,10,3,"Butte Creek","Upper",11.00516667
"2007-10-04",2007,10,4,"Butte Creek","Upper",10.83883333
"2007-10-05",2007,10,5,"Butte Creek","Upper",10.14533333
"2007-10-06",2007,10,6,"Butte Creek","Upper",8.890458333
"2007-10-07",2007,10,7,"Butte Creek","Upper",8.87775
"2007-10-08",2007,10,8,"Butte Creek","Upper",9.480291667
"2007-10-09",2007,10,9,"Butte Creek","Upper",9.895333333
"2007-10-10",2007,10,10,"Butte Creek","Upper",10.486375
"2007-10-11",2007,10,11,"Butte Creek","Upper",9.491541667
"2007-10-12",2007,10,12,"Butte Creek","Upper",9.462666667
"2007-10-13",2007,10,13,"Butte Creek","Upper",9.529166667
"2007-10-14",2007,10,14,"Butte Creek","Upper",9.80525
"2007-10-15",2007,10,15,"Butte Creek","Upper",10.0075
"2007-10-16",2007,10,16,"Butte Creek","Upper",9.855125
"2007-10-17",2007,10,17,"Butte Creek","Upper",9.528416667
"2007-10-18",2007,10,18,"Butte Creek","Upper",9.108791667
"2007-10-19",2007,10,19,"Butte Creek","Upper",9.679875
"2007-10-20",2007,10,20,"Butte Creek","Upper",10.097125
"2007-10-21",2007,10,21,"Butte Creek","Upper",8.632125
"2007-10-22",2007,10,22,"Butte Creek","Upper",8.657875
"2007-10-23",2007,10,23,"Butte Creek","Upper",9.452625
"2007-10-24",2007,10,24,"Butte Creek","Upper",10.19008333
"2007-10-25",2007,10,25,"Butte Creek","Upper",10.24029167
"2007-10-26",2007,10,26,"Butte Creek","Upper",10.04529167
"2007-10-27",2007,10,27,"Butte Creek","Upper",10.01745833
"2007-10-28",2007,10,28,"Butte Creek","Upper",10.19020833
"2007-10-29",2007,10,29,"Butte Creek","Upper",10.64445833
"2007-10-30",2007,10,30,"Butte Creek","Upper",10.8815
"2007-10-31",2007,10,31,"Butte Creek","Upper",10.756375
"2007-11-01",2007,11,1,"Butte Creek","Upper",10.21283333
"2007-11-02",2007,11,2,"Butte Creek","Upper",9.389791667
"2007-11-03",2007,11,3,"Butte Creek","Upper",8.803916667
"2007-11-04",2007,11,4,"Butte Creek","Upper",8.62868
"2007-11-05",2007,11,5,"Butte Creek","Upper",8.419833333
"2007-11-06",2007,11,6,"Butte Creek","Upper",9.063571429
"2007-11-07",2007,11,7,"Butte Creek","Upper",8.513344533
"2007-11-08",2007,11,8,"Butte Creek","Upper",8.57331731
"2007-11-09",2007,11,9,"Butte Creek","Upper",8.933153974
"2007-11-10",2007,11,10,"Butte Creek","Upper",8.633290087
"2007-11-11",2007,11,11,"Butte Creek","Upper",8.993126751
"2007-11-12",2007,11,12,"Butte Creek","Upper",8.303439812
"2007-11-13",2007,11,13,"Butte Creek","Upper",9.203031472
"2007-11-14",2007,11,14,"Butte Creek","Upper",8.783222031
"2007-11-15",2007,11,15,"Butte Creek","Upper",9.113072306
"2007-11-16",2007,11,16,"Butte Creek","Upper",9.712800078
"2007-11-17",2007,11,17,"Butte Creek","Upper",9.442922581
"2007-11-18",2007,11,18,"Butte Creek","Upper",9.203031472
"2007-11-19",2007,11,19,"Butte Creek","Upper",9.203031472
"2007-11-20",2007,11,20,"Butte Creek","Upper",7.673725651
"2007-11-21",2007,11,21,"Butte Creek","Upper",6.864093158
"2007-11-22",2007,11,22,"Butte Creek","Upper",6.174406219
"2007-11-23",2007,11,23,"Butte Creek","Upper",5.394760114
"2007-11-24",2007,11,24,"Butte Creek","Upper",4.944964285
"2007-11-25",2007,11,25,"Butte Creek","Upper",5.694624001
"2007-11-26",2007,11,26,"Butte Creek","Upper",5.334787337
"2007-11-27",2007,11,27,"Butte Creek","Upper",6.234378996
"2007-11-28",2007,11,28,"Butte Creek","Upper",5.304800948
"2007-11-29",2007,11,29,"Butte Creek","Upper",5.334787337
"2007-11-30",2007,11,30,"Butte Creek","Upper",4.645100398
"2007-12-01",2007,12,1,"Butte Creek","Upper",3.865454293
"2007-12-02",2007,12,2,"Butte Creek","Upper",4.735059564
"2007-12-03",2007,12,3,"Butte Creek","Upper",5.844555944
"2007-12-04",2007,12,4,"Butte Creek","Upper",6.744147603
"2007-12-05",2007,12,5,"Butte Creek","Upper",6.864093158
"2007-12-06",2007,12,6,"Butte Creek","Upper",7.193943433
"2007-12-07",2007,12,7,"Butte Creek","Upper",6.80412038
"2007-12-08",2007,12,8,"Butte Creek","Upper",5.334787337
"2007-12-09",2007,12,9,"Butte Creek","Upper",4.435195678
"2007-12-10",2007,12,10,"Butte Creek","Upper",4.16531818
"2007-12-11",2007,12,11,"Butte Creek","Upper",3.415658464
"2007-12-12",2007,12,12,"Butte Creek","Upper",3.835467905
"2007-12-13",2007,12,13,"Butte Creek","Upper",3.175767355
"2007-12-14",2007,12,14,"Butte Creek","Upper",3.085808189
"2007-12-15",2007,12,15,"Butte Creek","Upper",3.895440682
"2007-12-16",2007,12,16,"Butte Creek","Upper",4.195304568
"2007-12-17",2007,12,17,"Butte Creek","Upper",4.974950673
"2007-12-18",2007,12,18,"Butte Creek","Upper",5.574678446
"2007-12-19",2007,12,19,"Butte Creek","Upper",5.814569555
"2007-12-20",2007,12,20,"Butte Creek","Upper",5.304800948
"2007-12-21",2007,12,21,"Butte Creek","Upper",3.985399848
"2007-12-22",2007,12,22,"Butte Creek","Upper",3.415658464
"2007-12-23",2007,12,23,"Butte Creek","Upper",4.345236512
